Solution Algo,Maze Algo,Multiple,Size,Time,Nv,Nde,Steps,Path Length,Maze Shortest Path
BFS,DFS,300,601,383556,179363,44130,179362,4727,4727
RIGHT HAND RULE,DFS,300,601,94958,23997,9290,38062,9355,4727
BFS,PRIM,300,601,358840,168290,26797,168289,1543,1543
RIGHT HAND RULE,PRIM,300,601,445631,89549,27472,170350,4865,1543
BFS,HUNT_AND_KILL,300,601,334385,156048,30365,156047,1363,1363
RIGHT HAND RULE,HUNT_AND_KILL,300,601,499596,99098,37393,190354,4963,1363
BFS,RECURSIVE_DIVISION,300,601,451687,209411,7060,209410,4339,4339
RIGHT HAND RULE,RECURSIVE_DIVISION,300,601,394675,103853,7093,147162,11685,4339
BFS,DFS,300,601,311437,144429,35593,144428,5107,5107
RIGHT HAND RULE,DFS,300,601,211437,50488,20496,83082,13067,5107
BFS,PRIM,300,601,301350,140165,22143,140164,1331,1331
RIGHT HAND RULE,PRIM,300,601,275540,55735,17226,107330,1813,1331
BFS,HUNT_AND_KILL,300,601,383082,180301,34915,180300,1367,1367
RIGHT HAND RULE,HUNT_AND_KILL,300,601,252898,52314,19770,100998,1427,1367
BFS,RECURSIVE_DIVISION,300,601,391684,181344,6403,181343,3379,3379
RIGHT HAND RULE,RECURSIVE_DIVISION,300,601,217163,57775,3841,81288,10675,3379
BFS,DFS,300,601,346040,161192,39685,161191,5539,5539
RIGHT HAND RULE,DFS,300,601,106802,26690,10653,43590,8819,5539
BFS,PRIM,300,601,130113,56661,8987,56660,1329,1329
RIGHT HAND RULE,PRIM,300,601,297795,61420,19021,117192,2957,1329
BFS,HUNT_AND_KILL,300,601,198892,90400,17453,90399,1347,1347
RIGHT HAND RULE,HUNT_AND_KILL,300,601,413969,82151,30911,157562,4659,1347
BFS,RECURSIVE_DIVISION,300,601,411143,191005,6580,191004,4459,4459
RIGHT HAND RULE,RECURSIVE_DIVISION,300,601,207502,55882,3716,78502,9787,4459
BFS,DFS,300,601,355249,165840,40838,165839,4911,4911
RIGHT HAND RULE,DFS,300,601,157545,39115,15595,63334,14215,4911
BFS,PRIM,300,601,304377,141466,22434,141465,1583,1583
RIGHT HAND RULE,PRIM,300,601,370645,74351,22852,141180,4845,1583
BFS,HUNT_AND_KILL,300,601,384508,180291,34974,180290,1271,1271
RIGHT HAND RULE,HUNT_AND_KILL,300,601,198015,41080,15247,78816,2131,1271
BFS,RECURSIVE_DIVISION,300,601,400735,185295,6388,185294,7309,7309
RIGHT HAND RULE,RECURSIVE_DIVISION,300,601,280573,73683,5246,104132,11489,7309
BFS,DFS,300,601,345525,161027,39599,161026,7411,7411
RIGHT HAND RULE,DFS,300,601,109007,26791,10713,43818,8595,7411
BFS,PRIM,300,601,362355,169619,27088,169618,1295,1295
RIGHT HAND RULE,PRIM,300,601,401789,80782,25075,153724,4525,1295
BFS,HUNT_AND_KILL,300,601,312303,145481,28110,145480,1271,1271
RIGHT HAND RULE,HUNT_AND_KILL,300,601,378240,74716,28369,144724,1989,1271
BFS,RECURSIVE_DIVISION,300,601,392998,181996,6377,181995,6815,6815
RIGHT HAND RULE,RECURSIVE_DIVISION,300,601,312413,79298,5436,111080,11945,6815
BFS,DFS,300,601,332642,154508,38119,154507,5819,5819
RIGHT HAND RULE,DFS,300,601,145711,35620,14339,58542,10931,5819
BFS,PRIM,300,601,344451,160902,25802,160901,1655,1655
RIGHT HAND RULE,PRIM,300,601,451892,90710,28096,172344,5575,1655
BFS,HUNT_AND_KILL,300,601,287181,133198,25711,133197,1283,1283
RIGHT HAND RULE,HUNT_AND_KILL,300,601,268291,54862,20741,105658,2685,1283
BFS,RECURSIVE_DIVISION,300,601,412744,191312,6489,191311,6567,6567
RIGHT HAND RULE,RECURSIVE_DIVISION,300,601,247089,65882,4649,92294,13207,6567
BFS,DFS,300,601,381936,178708,43919,178707,6023,6023
RIGHT HAND RULE,DFS,300,601,107646,27418,10539,43334,10487,6023
BFS,PRIM,300,601,383776,180301,28882,180300,1291,1291
RIGHT HAND RULE,PRIM,300,601,344723,69574,21942,134256,2047,1291
BFS,HUNT_AND_KILL,300,601,384376,180301,34927,180300,1287,1287
RIGHT HAND RULE,HUNT_AND_KILL,300,601,422944,85005,32028,163592,2141,1287
BFS,RECURSIVE_DIVISION,300,601,452236,209892,7370,209891,6649,6649
RIGHT HAND RULE,RECURSIVE_DIVISION,300,601,203098,56006,3509,76164,13907,6649
BFS,DFS,300,601,209480,94773,23567,94772,6287,6287
RIGHT HAND RULE,DFS,300,601,260522,60558,25605,103674,12403,6287
BFS,PRIM,300,601,384076,180301,29026,180300,1355,1355
RIGHT HAND RULE,PRIM,300,601,268383,55607,17162,106114,2055,1355
BFS,HUNT_AND_KILL,300,601,335726,156711,30367,156710,1379,1379
RIGHT HAND RULE,HUNT_AND_KILL,300,601,118329,25160,9267,47724,2019,1379
BFS,RECURSIVE_DIVISION,300,601,448630,208546,7256,208545,6477,6477
RIGHT HAND RULE,RECURSIVE_DIVISION,300,601,130252,37176,2328,50606,11535,6477
BFS,DFS,300,601,279236,128670,31796,128669,8423,8423
RIGHT HAND RULE,DFS,300,601,127698,31822,12714,51806,11451,8423
BFS,PRIM,300,601,384390,180297,28953,180296,1353,1353
RIGHT HAND RULE,PRIM,300,601,301088,61764,19184,118388,1935,1353
BFS,HUNT_AND_KILL,300,601,384464,180301,34924,180300,1239,1239
RIGHT HAND RULE,HUNT_AND_KILL,300,601,273624,57102,21159,108658,1709,1239
BFS,RECURSIVE_DIVISION,300,601,309696,141776,4836,141775,3419,3419
RIGHT HAND RULE,RECURSIVE_DIVISION,300,601,264365,70777,4616,97654,7719,3419
BFS,DFS,300,601,355828,165822,40974,165821,6179,6179
RIGHT HAND RULE,DFS,300,601,141131,35795,13931,56806,14487,6179
BFS,PRIM,300,601,383953,180293,28835,180292,1299,1299
RIGHT HAND RULE,PRIM,300,601,301309,61542,19073,118000,2465,1299
BFS,HUNT_AND_KILL,300,601,384468,180301,35039,180300,1295,1295
RIGHT HAND RULE,HUNT_AND_KILL,300,601,247058,50910,19064,97728,2293,1295
BFS,RECURSIVE_DIVISION,300,601,412169,190941,6477,190940,6423,6423
RIGHT HAND RULE,RECURSIVE_DIVISION,300,601,181630,50758,3287,69486,12729,6423
BFS,DFS,300,601,375311,175629,43230,175628,5243,5243
RIGHT HAND RULE,DFS,300,601,72167,18723,7039,29170,8207,5243
BFS,PRIM,300,601,152152,67317,10661,67316,1287,1287
RIGHT HAND RULE,PRIM,300,601,380623,77298,23824,148246,1499,1287
BFS,HUNT_AND_KILL,300,601,373138,174712,33926,174711,1387,1387
RIGHT HAND RULE,HUNT_AND_KILL,300,601,171299,36092,13319,68858,2309,1387
BFS,RECURSIVE_DIVISION,300,601,297956,136073,4690,136072,3721,3721
RIGHT HAND RULE,RECURSIVE_DIVISION,300,601,227310,59812,4019,83488,10685,3721
BFS,DFS,300,601,290831,134693,33180,134692,5167,5167
RIGHT HAND RULE,DFS,300,601,58143,15159,5697,23650,6571,5167
BFS,PRIM,300,601,288613,133911,21262,133910,1335,1335
RIGHT HAND RULE,PRIM,300,601,438293,86815,27064,166714,2011,1335
BFS,HUNT_AND_KILL,300,601,382769,179362,34664,179361,1371,1371
RIGHT HAND RULE,HUNT_AND_KILL,300,601,157426,33085,12264,63392,2221,1371
BFS,RECURSIVE_DIVISION,300,601,80168,31681,947,31680,1705,1705
RIGHT HAND RULE,RECURSIVE_DIVISION,300,601,487131,124685,8399,174970,6285,1705
BFS,DFS,300,601,143850,62874,15533,62873,5127,5127
RIGHT HAND RULE,DFS,300,601,71189,17608,7051,29074,5819,5127
BFS,PRIM,300,601,384356,180282,28904,180281,1367,1367
RIGHT HAND RULE,PRIM,300,601,402627,81098,25230,155010,4485,1367
BFS,HUNT_AND_KILL,300,601,328665,153360,29694,153359,1535,1535
RIGHT HAND RULE,HUNT_AND_KILL,300,601,28337,6761,2229,11830,1659,1535
BFS,RECURSIVE_DIVISION,300,601,400303,185281,6211,185280,4983,4983
RIGHT HAND RULE,RECURSIVE_DIVISION,300,601,150586,42721,2698,58208,10775,4983
BFS,DFS,300,601,379841,178009,43740,178008,5891,5891
RIGHT HAND RULE,DFS,300,601,172230,41447,16952,68806,12019,5891
BFS,PRIM,300,601,384983,180294,28948,180293,1319,1319
RIGHT HAND RULE,PRIM,300,601,370838,74740,23082,142992,2505,1319
BFS,HUNT_AND_KILL,300,601,384571,180301,35120,180300,1223,1223
RIGHT HAND RULE,HUNT_AND_KILL,300,601,377917,76026,28638,147262,1735,1223
BFS,RECURSIVE_DIVISION,300,601,446348,207572,7717,207571,3489,3489
RIGHT HAND RULE,RECURSIVE_DIVISION,300,601,377326,96867,7267,140206,4707,3489
BFS,DFS,300,601,299163,138569,34191,138568,4059,4059
RIGHT HAND RULE,DFS,300,601,146354,35264,14593,59230,9159,4059
BFS,PRIM,300,601,384590,180301,28936,180300,1315,1315
RIGHT HAND RULE,PRIM,300,601,299897,61034,18831,116004,3355,1315
BFS,HUNT_AND_KILL,300,601,383560,180147,34953,180146,1275,1275
RIGHT HAND RULE,HUNT_AND_KILL,300,601,221158,45693,17294,87710,1781,1275
BFS,RECURSIVE_DIVISION,300,601,370245,171706,5696,171705,5339,5339
RIGHT HAND RULE,RECURSIVE_DIVISION,300,601,189458,50575,3284,69066,13661,5339
BFS,DFS,300,601,385980,180278,44234,180277,12239,12239
RIGHT HAND RULE,DFS,300,601,194386,48398,19281,78058,17279,12239
BFS,PRIM,300,601,177903,79914,12714,79913,1347,1347
RIGHT HAND RULE,PRIM,300,601,213658,44495,13890,84754,3247,1347
BFS,HUNT_AND_KILL,300,601,332013,155100,29916,155099,1279,1279
RIGHT HAND RULE,HUNT_AND_KILL,300,601,435846,86816,32973,168000,3177,1279
BFS,RECURSIVE_DIVISION,300,601,447884,207812,7352,207811,7641,7641
RIGHT HAND RULE,RECURSIVE_DIVISION,300,601,212996,57020,4022,78118,15495,7641
BFS,DFS,315,601,337328,156983,38694,156982,4187,4187
RIGHT HAND RULE,DFS,315,601,134024,33100,13223,53742,11575,4187
BFS,PRIM,315,601,366509,171918,27648,171917,1415,1415
RIGHT HAND RULE,PRIM,315,601,494732,98998,30896,189780,2437,1415
BFS,HUNT_AND_KILL,315,601,261792,120676,23131,120675,1381,1381
RIGHT HAND RULE,HUNT_AND_KILL,315,601,161840,33925,12617,64826,2399,1381
BFS,RECURSIVE_DIVISION,315,601,446854,207621,6853,207620,8397,8397
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,244578,65676,4440,92228,12131,8397
BFS,DFS,315,601,378124,176766,43455,176765,6635,6635
RIGHT HAND RULE,DFS,315,601,139241,35165,13789,56242,9907,6635
BFS,PRIM,315,601,321828,150061,23865,150060,1435,1435
RIGHT HAND RULE,PRIM,315,601,186679,39806,12108,74996,3535,1435
BFS,HUNT_AND_KILL,315,601,382841,180316,35094,180315,1247,1247
RIGHT HAND RULE,HUNT_AND_KILL,315,601,324609,66092,24976,126930,2381,1247
BFS,RECURSIVE_DIVISION,315,601,449136,208815,7038,208814,6931,6931
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,249523,68074,4444,95140,15061,6931
BFS,DFS,315,601,178882,79951,19767,79950,5359,5359
RIGHT HAND RULE,DFS,315,601,104011,24482,10453,42610,5587,5359
BFS,PRIM,315,601,383919,180256,28830,180255,1383,1383
RIGHT HAND RULE,PRIM,315,601,182887,38202,11684,72620,1739,1383
BFS,HUNT_AND_KILL,315,601,309265,144071,27718,144070,1371,1371
RIGHT HAND RULE,HUNT_AND_KILL,315,601,486119,96504,36354,185392,3939,1371
BFS,RECURSIVE_DIVISION,315,601,452837,210192,7049,210191,5595,5595
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,170906,46105,3012,63448,9769,5595
BFS,DFS,315,601,343729,160289,39558,160288,4195,4195
RIGHT HAND RULE,DFS,315,601,105793,25283,10419,42690,7511,4195
BFS,PRIM,315,601,279093,129239,20752,129238,1343,1343
RIGHT HAND RULE,PRIM,315,601,359286,72633,22334,137320,5111,1343
BFS,HUNT_AND_KILL,315,601,339386,158631,30727,158630,1275,1275
RIGHT HAND RULE,HUNT_AND_KILL,315,601,245447,50358,18801,96148,1841,1275
BFS,RECURSIVE_DIVISION,315,601,228580,103085,3586,103084,2941,2941
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,309323,79501,5837,111442,17047,2941
BFS,DFS,315,601,363304,170072,41870,170071,4735,4735
RIGHT HAND RULE,DFS,315,601,127207,30991,12511,50838,10983,4735
BFS,PRIM,315,601,292166,135947,21631,135946,1439,1439
RIGHT HAND RULE,PRIM,315,601,139289,28976,8977,55402,1931,1439
BFS,HUNT_AND_KILL,315,601,328396,153220,29651,153219,1431,1431
RIGHT HAND RULE,HUNT_AND_KILL,315,601,145783,30641,11475,58712,1897,1431
BFS,RECURSIVE_DIVISION,315,601,294901,134917,4478,134916,3183,3183
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,67977,19754,1274,26918,5761,3183
BFS,DFS,315,601,336084,156546,38532,156545,4783,4783
RIGHT HAND RULE,DFS,315,601,79066,20448,7867,32418,7815,4783
BFS,PRIM,315,601,380400,178395,28534,178394,1383,1383
RIGHT HAND RULE,PRIM,315,601,210887,44056,13571,83312,2807,1383
BFS,HUNT_AND_KILL,315,601,384547,180309,35179,180308,1231,1231
RIGHT HAND RULE,HUNT_AND_KILL,315,601,261855,53125,20140,102326,2253,1231
BFS,RECURSIVE_DIVISION,315,601,323994,148440,4859,148439,6947,6947
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,287096,73537,4833,100794,17043,6947
BFS,DFS,315,601,335238,155425,38212,155424,5407,5407
RIGHT HAND RULE,DFS,315,601,141629,34914,13939,56718,11815,5407
BFS,PRIM,315,601,334327,155914,24881,155913,1495,1495
RIGHT HAND RULE,PRIM,315,601,550681,108587,33565,207534,2267,1495
BFS,HUNT_AND_KILL,315,601,302289,140597,27278,140596,1275,1275
RIGHT HAND RULE,HUNT_AND_KILL,315,601,269045,55382,20960,106204,2945,1275
BFS,RECURSIVE_DIVISION,315,601,205499,91907,3369,91906,2589,2589
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,363088,95065,6961,133980,12321,2589
BFS,DFS,315,601,369832,172948,42515,172947,5099,5099
RIGHT HAND RULE,DFS,315,601,92370,23370,9105,37542,8791,5099
BFS,PRIM,315,601,354534,166087,26484,166086,1639,1639
RIGHT HAND RULE,PRIM,315,601,108197,23473,7299,44588,1923,1639
BFS,HUNT_AND_KILL,315,601,384314,180316,35161,180315,1267,1267
RIGHT HAND RULE,HUNT_AND_KILL,315,601,396584,79481,29991,152900,1627,1267
BFS,RECURSIVE_DIVISION,315,601,328932,150797,5039,150796,7529,7529
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,128479,36333,2377,49740,11175,7529
BFS,DFS,315,601,337226,157157,38686,157156,4063,4063
RIGHT HAND RULE,DFS,315,601,143305,34857,14082,57490,11407,4063
BFS,PRIM,315,601,363220,170178,27260,170177,1459,1459
RIGHT HAND RULE,PRIM,315,601,144389,30777,9324,58472,1659,1459
BFS,HUNT_AND_KILL,315,601,352191,164621,31936,164620,1347,1347
RIGHT HAND RULE,HUNT_AND_KILL,315,601,558897,110980,41781,212582,5249,1347
BFS,RECURSIVE_DIVISION,315,601,450617,209698,7569,209697,6153,6153
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,297671,78649,5766,110998,14351,6153
BFS,DFS,315,601,290574,134847,33303,134846,3387,3387
RIGHT HAND RULE,DFS,315,601,59162,15352,5795,23934,6671,3387
BFS,PRIM,315,601,384491,180316,28939,180315,1327,1327
RIGHT HAND RULE,PRIM,315,601,251748,51761,15922,98878,2951,1327
BFS,HUNT_AND_KILL,315,601,203476,92300,17884,92299,1311,1311
RIGHT HAND RULE,HUNT_AND_KILL,315,601,292969,59889,22632,115346,2531,1311
BFS,RECURSIVE_DIVISION,315,601,441029,205038,6992,205037,6711,6711
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,154796,42741,3068,59542,10651,6711
BFS,DFS,315,601,255162,116746,28892,116745,7887,7887
RIGHT HAND RULE,DFS,315,601,339724,75776,33432,135118,10947,7887
BFS,PRIM,315,601,335098,156366,24858,156365,1303,1303
RIGHT HAND RULE,PRIM,315,601,408087,81231,25292,156546,3017,1303
BFS,HUNT_AND_KILL,315,601,371292,173837,33715,173836,1287,1287
RIGHT HAND RULE,HUNT_AND_KILL,315,601,298418,60214,22788,116838,1363,1287
BFS,RECURSIVE_DIVISION,315,601,450425,209368,7230,209367,7359,7359
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,203797,52851,3352,73126,13135,7359
BFS,DFS,315,601,291522,135064,33318,135063,5899,5899
RIGHT HAND RULE,DFS,315,601,149831,37696,14795,60250,13247,5899
BFS,PRIM,315,601,383560,180315,28987,180314,1287,1287
RIGHT HAND RULE,PRIM,315,601,288345,59243,18284,112406,3797,1287
BFS,HUNT_AND_KILL,315,601,362695,170052,32904,170051,1291,1291
RIGHT HAND RULE,HUNT_AND_KILL,315,601,304574,62126,23051,117424,4721,1291
BFS,RECURSIVE_DIVISION,315,601,394444,182387,6275,182386,5783,5783
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,221155,58983,4229,82572,10659,5783
BFS,DFS,315,601,368549,172099,42326,172098,6391,6391
RIGHT HAND RULE,DFS,315,601,144148,35019,14233,58270,9231,6391
BFS,PRIM,315,601,315525,146933,23362,146932,1483,1483
RIGHT HAND RULE,PRIM,315,601,101911,21861,6680,41630,1743,1483
BFS,HUNT_AND_KILL,315,601,384709,180315,35034,180314,1251,1251
RIGHT HAND RULE,HUNT_AND_KILL,315,601,212145,44287,16591,84880,1853,1251
BFS,RECURSIVE_DIVISION,315,601,179358,79347,2613,79346,2443,2443
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,205800,54506,3503,74158,16941,2443
BFS,DFS,315,601,215360,97627,24235,97626,4347,4347
RIGHT HAND RULE,DFS,315,601,205155,50306,19973,81286,5951,4347
BFS,PRIM,315,601,382869,179935,28792,179934,1339,1339
RIGHT HAND RULE,PRIM,315,601,241820,49853,15374,94806,1419,1339
BFS,HUNT_AND_KILL,315,601,261058,120358,23379,120357,1331,1331
RIGHT HAND RULE,HUNT_AND_KILL,315,601,231941,47594,17888,91322,1891,1331
BFS,RECURSIVE_DIVISION,315,601,88962,35962,1158,35961,1917,1917
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,525703,130880,9011,184196,3663,1917
BFS,DFS,315,601,371288,173772,42737,173771,5251,5251
RIGHT HAND RULE,DFS,315,601,151624,36308,14878,60394,11595,5251
BFS,PRIM,315,601,384347,180316,28867,180315,1283,1283
RIGHT HAND RULE,PRIM,315,601,306674,62317,19264,118886,2601,1283
BFS,HUNT_AND_KILL,315,601,383731,180026,34938,180025,1363,1363
RIGHT HAND RULE,HUNT_AND_KILL,315,601,144736,30855,11435,58488,2277,1363
BFS,RECURSIVE_DIVISION,315,601,447351,207891,7417,207890,4985,4985
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,213449,56308,4028,79740,8131,4985
BFS,DFS,315,601,368696,172434,42356,172433,4603,4603
RIGHT HAND RULE,DFS,315,601,60444,15084,5993,24806,4919,4603
BFS,PRIM,315,601,358219,167729,26911,167728,1335,1335
RIGHT HAND RULE,PRIM,315,601,217003,45014,13740,84962,2739,1335
BFS,HUNT_AND_KILL,315,601,253880,117015,22449,117014,1339,1339
RIGHT HAND RULE,HUNT_AND_KILL,315,601,176132,37059,13884,70946,2259,1339
BFS,RECURSIVE_DIVISION,315,601,447597,208012,7082,208011,11829,11829
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,300498,79242,5281,108744,18633,11829
BFS,DFS,315,601,382276,178841,43966,178840,4931,4931
RIGHT HAND RULE,DFS,315,601,87662,22486,8617,35390,8891,4931
BFS,PRIM,315,601,384381,180315,28947,180314,1323,1323
RIGHT HAND RULE,PRIM,315,601,400454,81330,25043,155362,3639,1323
BFS,HUNT_AND_KILL,315,601,384768,180316,35076,180315,1327,1327
RIGHT HAND RULE,HUNT_AND_KILL,315,601,377708,76556,28847,147192,3165,1327
BFS,RECURSIVE_DIVISION,315,601,453189,210388,7213,210387,6737,6737
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,203449,54665,3795,76166,12301,6737
BFS,DFS,315,601,371846,173930,42768,173929,4763,4763
RIGHT HAND RULE,DFS,315,601,113422,29394,11130,45494,13127,4763
BFS,PRIM,315,601,378265,177234,28456,177233,1491,1491
RIGHT HAND RULE,PRIM,315,601,139905,29773,9117,56204,2587,1491
BFS,HUNT_AND_KILL,315,601,292676,136061,26283,136060,1263,1263
RIGHT HAND RULE,HUNT_AND_KILL,315,601,203878,42323,15616,80374,3437,1263
BFS,RECURSIVE_DIVISION,315,601,422426,195884,6681,195883,4611,4611
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,319818,82424,5852,117808,10025,4611
BFS,DFS,315,601,336427,156796,38723,156795,5611,5611
RIGHT HAND RULE,DFS,315,601,116351,28891,11551,47066,9815,5611
BFS,PRIM,315,601,383400,180078,29027,180077,1323,1323
RIGHT HAND RULE,PRIM,315,601,402375,80848,25065,154128,4793,1323
BFS,HUNT_AND_KILL,315,601,361190,168974,32696,168973,1235,1235
RIGHT HAND RULE,HUNT_AND_KILL,315,601,335577,67708,25499,130532,1991,1235
BFS,RECURSIVE_DIVISION,315,601,342688,158046,5540,158045,3629,3629
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,57280,16200,1122,21932,4755,3629
BFS,DFS,315,601,293364,135638,33485,135637,4595,4595
RIGHT HAND RULE,DFS,315,601,89710,22655,8943,36606,8207,4595
BFS,PRIM,315,601,383389,179746,28854,179745,1367,1367
RIGHT HAND RULE,PRIM,315,601,319238,64982,20118,123488,2337,1367
BFS,HUNT_AND_KILL,315,601,354277,165577,32171,165576,1283,1283
RIGHT HAND RULE,HUNT_AND_KILL,315,601,395708,79378,29791,151580,2647,1283
BFS,RECURSIVE_DIVISION,315,601,448546,208635,7106,208634,6871,6871
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,304768,77411,5246,108268,13481,6871
BFS,DFS,315,601,356913,166694,41018,166693,6231,6231
RIGHT HAND RULE,DFS,315,601,119122,28534,11586,47410,7715,6231
BFS,PRIM,315,601,286492,132843,21101,132842,1319,1319
RIGHT HAND RULE,PRIM,315,601,266600,53979,16630,103184,1579,1319
BFS,HUNT_AND_KILL,315,601,236469,108363,20908,108362,1335,1335
RIGHT HAND RULE,HUNT_AND_KILL,315,601,362412,73753,27197,139484,4715,1335
BFS,RECURSIVE_DIVISION,315,601,450940,209676,7211,209675,7845,7845
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,267126,71397,5132,101132,13499,7845
BFS,DFS,315,601,374993,175494,43156,175493,4995,4995
RIGHT HAND RULE,DFS,315,601,90774,22926,8934,36786,8843,4995
BFS,PRIM,315,601,384168,180316,28765,180315,1371,1371
RIGHT HAND RULE,PRIM,315,601,423153,85570,26256,163338,2603,1371
BFS,HUNT_AND_KILL,315,601,243159,111764,21498,111763,1279,1279
RIGHT HAND RULE,HUNT_AND_KILL,315,601,280026,57691,21490,109766,3037,1279
BFS,RECURSIVE_DIVISION,315,601,397651,184158,6218,184157,4049,4049
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,213637,58066,3674,79970,11479,4049
BFS,DFS,315,601,142481,62370,15478,62369,4927,4927
RIGHT HAND RULE,DFS,315,601,145017,33719,14411,58826,6367,4927
BFS,PRIM,315,601,383619,180276,28812,180275,1331,1331
RIGHT HAND RULE,PRIM,315,601,422139,85638,26390,163522,3775,1331
BFS,HUNT_AND_KILL,315,601,266581,123073,23815,123072,1271,1271
RIGHT HAND RULE,HUNT_AND_KILL,315,601,299794,60880,22892,115832,3849,1271
BFS,RECURSIVE_DIVISION,315,601,453291,210346,7393,210345,8727,8727
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,341621,89005,6538,124676,18879,8727
BFS,DFS,315,601,342926,160116,39526,160115,4995,4995
RIGHT HAND RULE,DFS,315,601,94893,24033,9448,38722,8803,4995
BFS,PRIM,315,601,370658,173771,27926,173770,1295,1295
RIGHT HAND RULE,PRIM,315,601,314629,64042,19925,122056,1667,1295
BFS,HUNT_AND_KILL,315,601,265361,122547,23498,122546,1319,1319
RIGHT HAND RULE,HUNT_AND_KILL,315,601,415168,82680,30787,158516,2735,1319
BFS,RECURSIVE_DIVISION,315,601,398349,184122,6355,184121,5773,5773
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,199452,51419,3732,72406,9025,5773
BFS,DFS,315,601,348554,162261,39936,162260,5987,5987
RIGHT HAND RULE,DFS,315,601,195951,45389,19411,78786,8723,5987
BFS,PRIM,315,601,251415,115702,18281,115701,1375,1375
RIGHT HAND RULE,PRIM,315,601,365452,73491,22566,139810,3891,1375
BFS,HUNT_AND_KILL,315,601,384079,180277,35045,180276,1255,1255
RIGHT HAND RULE,HUNT_AND_KILL,315,601,486145,97664,36746,187346,2255,1255
BFS,RECURSIVE_DIVISION,315,601,445735,207233,7168,207232,7875,7875
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,221842,60630,4123,84202,12947,7875
BFS,DFS,315,601,325626,151165,37369,151164,4651,4651
RIGHT HAND RULE,DFS,315,601,70508,17761,7106,29294,5971,4651
BFS,PRIM,315,601,256175,118084,18682,118083,1351,1351
RIGHT HAND RULE,PRIM,315,601,393343,78800,24072,149688,5449,1351
BFS,HUNT_AND_KILL,315,601,384118,180297,34956,180296,1287,1287
RIGHT HAND RULE,HUNT_AND_KILL,315,601,293100,60200,22439,114808,2577,1287
BFS,RECURSIVE_DIVISION,315,601,416036,192723,6730,192722,8785,8785
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,266329,69340,5012,96806,14257,8785
BFS,DFS,315,601,344532,160614,39670,160613,5839,5839
RIGHT HAND RULE,DFS,315,601,183727,41451,18109,73330,8179,5839
BFS,PRIM,315,601,384621,180316,29005,180315,1363,1363
RIGHT HAND RULE,PRIM,315,601,351200,72403,22304,137226,5353,1363
BFS,HUNT_AND_KILL,315,601,281816,130490,25190,130489,1247,1247
RIGHT HAND RULE,HUNT_AND_KILL,315,601,336206,67751,25265,128564,4233,1247
BFS,RECURSIVE_DIVISION,315,601,360536,166588,5719,166587,4393,4393
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,279084,73297,4875,102670,14577,4393
BFS,DFS,315,601,314605,146065,36027,146064,5835,5835
RIGHT HAND RULE,DFS,315,601,139441,35803,13749,55894,15423,5835
BFS,PRIM,315,601,380615,178727,28603,178726,1439,1439
RIGHT HAND RULE,PRIM,315,601,430943,87855,27020,166832,6565,1439
BFS,HUNT_AND_KILL,315,601,382615,180000,34975,179999,1259,1259
RIGHT HAND RULE,HUNT_AND_KILL,315,601,319914,64545,24191,123858,2865,1259
BFS,RECURSIVE_DIVISION,315,601,450910,209683,7347,209682,6749,6749
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,178823,48086,3205,65226,14987,6749
BFS,DFS,315,601,323000,150111,36829,150110,4819,4819
RIGHT HAND RULE,DFS,315,601,58505,15144,5697,23998,5867,4819
BFS,PRIM,315,601,384101,180316,29065,180315,1311,1311
RIGHT HAND RULE,PRIM,315,601,246313,50664,15772,96522,2497,1311
BFS,HUNT_AND_KILL,315,601,383911,180183,35006,180182,1271,1271
RIGHT HAND RULE,HUNT_AND_KILL,315,601,334288,67910,25521,130054,1653,1271
BFS,RECURSIVE_DIVISION,315,601,450098,209370,7531,209369,7153,7153
