Solution Algo,Maze Algo,Multiple,Size,Time,Nv,Nde,Steps,Path Length,Maze Shortest Path
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,245425,62650,4613,88572,12215,7153
BFS,DFS,315,601,377485,176783,43530,176782,6003,6003
RIGHT HAND RULE,DFS,315,601,114334,27487,11381,46390,7895,6003
BFS,PRIM,315,601,170013,75999,12136,75998,1323,1323
RIGHT HAND RULE,PRIM,315,601,410280,82363,25590,157310,2917,1323
BFS,HUNT_AND_KILL,315,601,339141,158198,30554,158197,1447,1447
RIGHT HAND RULE,HUNT_AND_KILL,315,601,575452,114171,42815,218766,5671,1447
BFS,RECURSIVE_DIVISION,315,601,451418,209925,7183,209924,5665,5665
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,404424,103152,7143,145476,10509,5665
BFS,DFS,315,601,325543,151176,37275,151175,5563,5563
RIGHT HAND RULE,DFS,315,601,181222,43262,18000,73146,10859,5563
BFS,PRIM,315,601,284308,132479,21137,132478,1391,1391
RIGHT HAND RULE,PRIM,315,601,454963,91011,27971,173402,4835,1391
BFS,HUNT_AND_KILL,315,601,384496,180303,35185,180302,1239,1239
RIGHT HAND RULE,HUNT_AND_KILL,315,601,377954,76064,29031,147126,1325,1239
BFS,RECURSIVE_DIVISION,315,601,449027,208352,6848,208351,6669,6669
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,200397,54862,3483,76324,14695,6669
BFS,DFS,315,601,346250,161491,39648,161490,6467,6467
RIGHT HAND RULE,DFS,315,601,94017,24070,9399,38402,8867,6467
BFS,PRIM,315,601,364967,170962,27367,170961,1535,1535
RIGHT HAND RULE,PRIM,315,601,475779,96588,29750,183582,5111,1535
BFS,HUNT_AND_KILL,315,601,383577,180249,34918,180248,1271,1271
RIGHT HAND RULE,HUNT_AND_KILL,315,601,348027,70219,26350,135276,2825,1271
BFS,RECURSIVE_DIVISION,315,601,399708,185326,6418,185325,5303,5303
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,252452,66438,4122,90956,8885,5303
BFS,DFS,315,601,231036,105052,26010,105051,8931,8931
RIGHT HAND RULE,DFS,315,601,260852,63101,25319,102590,20315,8931
BFS,PRIM,315,601,384217,180316,28894,180315,1315,1315
RIGHT HAND RULE,PRIM,315,601,172997,36515,11163,69198,3103,1315
BFS,HUNT_AND_KILL,315,601,384520,180316,35185,180315,1267,1267
RIGHT HAND RULE,HUNT_AND_KILL,315,601,320951,64926,24490,124922,2741,1267
BFS,RECURSIVE_DIVISION,315,601,384367,177836,6215,177835,3349,3349
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,161944,42152,3067,60568,4693,3349
BFS,DFS,315,601,363885,170027,41855,170026,5359,5359
RIGHT HAND RULE,DFS,315,601,157906,39021,15644,63454,14171,5359
BFS,PRIM,315,601,384059,180316,28924,180315,1343,1343
RIGHT HAND RULE,PRIM,315,601,295982,60204,18482,114480,3599,1343
BFS,HUNT_AND_KILL,315,601,384084,180312,34964,180311,1279,1279
RIGHT HAND RULE,HUNT_AND_KILL,315,601,288763,58707,22276,113268,3083,1279
BFS,RECURSIVE_DIVISION,315,601,392120,181375,6103,181374,5709,5709
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,281162,72422,4948,101162,15507,5709
BFS,DFS,315,601,284410,131247,32345,131246,5103,5103
RIGHT HAND RULE,DFS,315,601,142836,35090,13975,57014,12631,5103
BFS,PRIM,315,601,385181,180313,29017,180312,1395,1395
RIGHT HAND RULE,PRIM,315,601,417627,84303,26108,160920,3617,1395
BFS,HUNT_AND_KILL,315,601,353707,165350,31992,165349,1247,1247
RIGHT HAND RULE,HUNT_AND_KILL,315,601,261028,53390,20016,101926,3819,1247
BFS,RECURSIVE_DIVISION,315,601,437632,203794,7202,203793,7617,7617
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,362036,93663,6564,131260,14549,7617
BFS,DFS,315,601,344552,160394,39584,160393,5599,5599
RIGHT HAND RULE,DFS,315,601,97338,23870,9577,39322,7547,5599
BFS,PRIM,315,601,384429,180316,28893,180315,1335,1335
RIGHT HAND RULE,PRIM,315,601,317845,65547,20214,124812,3367,1335
BFS,HUNT_AND_KILL,315,601,260336,119971,23248,119970,1327,1327
RIGHT HAND RULE,HUNT_AND_KILL,315,601,516743,101439,38508,195234,1877,1327
BFS,RECURSIVE_DIVISION,315,601,271896,123770,4295,123769,2531,2531
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,193842,51024,3532,71664,8133,2531
BFS,DFS,315,601,252239,115765,28572,115764,4519,4519
RIGHT HAND RULE,DFS,315,601,58908,14900,5787,23934,5719,4519
BFS,PRIM,315,601,364505,170683,27252,170682,1499,1499
RIGHT HAND RULE,PRIM,315,601,480974,95040,29586,182594,4073,1499
BFS,HUNT_AND_KILL,315,601,318065,148152,28582,148151,1271,1271
RIGHT HAND RULE,HUNT_AND_KILL,315,601,395036,79260,29696,151754,3879,1271
BFS,RECURSIVE_DIVISION,315,601,358570,165594,5937,165593,4855,4855
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,361994,93061,6753,133378,8105,4855
BFS,DFS,315,601,377107,176218,43370,176217,6327,6327
RIGHT HAND RULE,DFS,315,601,130575,32950,12852,52490,11639,6327
BFS,PRIM,315,601,162838,72602,11507,72601,1279,1279
RIGHT HAND RULE,PRIM,315,601,274081,56485,17329,107506,2353,1279
BFS,HUNT_AND_KILL,315,601,363745,170613,33079,170612,1467,1467
RIGHT HAND RULE,HUNT_AND_KILL,315,601,421148,84743,31578,161598,5179,1467
BFS,RECURSIVE_DIVISION,315,601,340793,156697,5443,156696,4393,4393
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,389137,98487,6945,139328,7019,4393
BFS,DFS,315,601,343142,159727,39355,159726,7011,7011
RIGHT HAND RULE,DFS,315,601,76012,19616,7570,30898,8091,7011
BFS,PRIM,315,601,354131,165765,26541,165764,1315,1315
RIGHT HAND RULE,PRIM,315,601,364054,73540,22702,139386,4239,1315
BFS,HUNT_AND_KILL,315,601,378035,177304,34306,177303,1259,1259
RIGHT HAND RULE,HUNT_AND_KILL,315,601,316949,64424,23970,123162,3159,1259
BFS,RECURSIVE_DIVISION,315,601,452416,209711,7580,209710,7567,7567
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,251351,64706,4776,90522,15803,7567
BFS,DFS,315,601,379849,177678,43705,177677,4883,4883
RIGHT HAND RULE,DFS,315,601,110669,27814,10961,44894,9727,4883
BFS,PRIM,315,601,257730,118839,18957,118838,1319,1319
RIGHT HAND RULE,PRIM,315,601,324339,65359,20142,124392,4205,1319
BFS,HUNT_AND_KILL,315,601,377757,177185,34350,177184,1331,1331
RIGHT HAND RULE,HUNT_AND_KILL,315,601,179801,36819,13731,70490,2125,1331
BFS,RECURSIVE_DIVISION,315,601,432499,201132,7052,201131,5299,5299
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,308199,80182,5666,114286,10971,5299
BFS,DFS,315,601,329516,153086,37677,153085,6331,6331
RIGHT HAND RULE,DFS,315,601,93944,23130,9243,37998,7619,6331
BFS,PRIM,315,601,383570,180282,28781,180281,1319,1319
RIGHT HAND RULE,PRIM,315,601,364641,74495,22784,141794,4573,1319
BFS,HUNT_AND_KILL,315,601,384356,180312,34954,180311,1331,1331
RIGHT HAND RULE,HUNT_AND_KILL,315,601,131465,27813,10440,53036,1807,1331
BFS,RECURSIVE_DIVISION,315,601,221974,99821,3244,99820,3179,3179
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,49953,14631,870,19910,4733,3179
BFS,DFS,315,601,340795,158756,39121,158755,4511,4511
RIGHT HAND RULE,DFS,315,601,83466,21494,8155,33810,9015,4511
BFS,PRIM,315,601,199211,90377,14235,90376,1387,1387
RIGHT HAND RULE,PRIM,315,601,381700,76935,23576,146010,4567,1387
BFS,HUNT_AND_KILL,315,601,290723,134242,25810,134241,1303,1303
RIGHT HAND RULE,HUNT_AND_KILL,315,601,355184,71237,26664,136426,4705,1303
BFS,RECURSIVE_DIVISION,315,601,425893,198010,6742,198009,6273,6273
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,182436,48515,3250,66522,10771,6273
BFS,DFS,315,601,231966,105804,26064,105803,5659,5659
RIGHT HAND RULE,DFS,315,601,98158,23767,9809,40302,6559,5659
BFS,PRIM,315,601,365791,171302,27366,171301,1323,1323
RIGHT HAND RULE,PRIM,315,601,380712,76581,23559,145136,3635,1323
BFS,HUNT_AND_KILL,315,601,294781,137063,26703,137062,1351,1351
RIGHT HAND RULE,HUNT_AND_KILL,315,601,160559,34228,12775,64904,2781,1351
BFS,RECURSIVE_DIVISION,315,601,451456,209775,6949,209774,8267,8267
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,212643,56720,3421,75788,18483,8267
BFS,DFS,315,601,344850,160595,39656,160594,6275,6275
RIGHT HAND RULE,DFS,315,601,162750,39201,16059,65190,12119,6275
BFS,PRIM,315,601,367508,172953,27760,172952,1339,1339
RIGHT HAND RULE,PRIM,315,601,403164,80877,25044,153956,3791,1339
BFS,HUNT_AND_KILL,315,601,384691,180312,35016,180311,1399,1399
RIGHT HAND RULE,HUNT_AND_KILL,315,601,166627,35626,13021,67098,1437,1399
BFS,RECURSIVE_DIVISION,315,601,448325,208513,7412,208512,4631,4631
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,197308,51508,3801,73900,6383,4631
BFS,DFS,315,601,381761,178600,43925,178599,7551,7551
RIGHT HAND RULE,DFS,315,601,143725,35777,14205,57586,13223,7551
BFS,PRIM,315,601,383035,179939,28822,179938,1343,1343
RIGHT HAND RULE,PRIM,315,601,272146,55592,17233,106218,2865,1343
BFS,HUNT_AND_KILL,315,601,183375,82559,15957,82558,1267,1267
RIGHT HAND RULE,HUNT_AND_KILL,315,601,210202,43485,16230,82860,2965,1267
BFS,RECURSIVE_DIVISION,315,601,313531,143550,4895,143549,4181,4181
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,144351,38782,2825,55082,6193,4181
BFS,DFS,315,601,359384,167752,41249,167751,5471,5471
RIGHT HAND RULE,DFS,315,601,110169,28156,10976,44846,10299,5471
BFS,PRIM,315,601,265093,122410,19500,122409,1371,1371
RIGHT HAND RULE,PRIM,315,601,598765,117420,36802,226172,1753,1371
BFS,HUNT_AND_KILL,315,601,384225,180306,35037,180305,1231,1231
RIGHT HAND RULE,HUNT_AND_KILL,315,601,319179,64228,24375,124000,2511,1231
BFS,RECURSIVE_DIVISION,315,601,424964,197327,6756,197326,5069,5069
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,255354,65267,4297,89730,17047,5069
BFS,DFS,315,601,274583,126382,31267,126381,4255,4255
RIGHT HAND RULE,DFS,315,601,115899,29324,11429,46602,11815,4255
BFS,PRIM,315,601,382013,179621,28753,179620,1315,1315
RIGHT HAND RULE,PRIM,315,601,328153,66597,20512,126734,3881,1315
BFS,HUNT_AND_KILL,315,601,376411,176387,34366,176386,1295,1295
RIGHT HAND RULE,HUNT_AND_KILL,315,601,355892,71593,27209,138646,1457,1295
BFS,RECURSIVE_DIVISION,315,601,425609,197342,6666,197341,5447,5447
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,208335,56609,3456,76924,10917,5447
BFS,DFS,315,601,339358,158459,38911,158458,3483,3483
RIGHT HAND RULE,DFS,315,601,72609,18141,7211,29594,6551,3483
BFS,PRIM,315,601,161064,71646,11391,71645,1283,1283
RIGHT HAND RULE,PRIM,315,601,325639,66717,20709,128084,3447,1283
BFS,HUNT_AND_KILL,315,601,354078,165883,32173,165882,1347,1347
RIGHT HAND RULE,HUNT_AND_KILL,315,601,192999,40103,15132,77252,1639,1347
BFS,RECURSIVE_DIVISION,315,601,299903,136745,4491,136744,6601,6601
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,403563,99912,7006,141050,11547,6601
BFS,DFS,315,601,251236,115193,28320,115192,6367,6367
RIGHT HAND RULE,DFS,315,601,123256,30362,12289,50218,9075,6367
BFS,PRIM,315,601,156261,69374,11017,69373,1367,1367
RIGHT HAND RULE,PRIM,315,601,352026,72038,22231,136488,4979,1367
BFS,HUNT_AND_KILL,315,601,381577,178949,34868,178948,1315,1315
RIGHT HAND RULE,HUNT_AND_KILL,315,601,392008,79003,29800,151274,4171,1315
BFS,RECURSIVE_DIVISION,315,601,452058,209914,7206,209913,9491,9491
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,266560,70845,4901,99322,15955,9491
BFS,DFS,315,601,343429,159795,39356,159794,4963,4963
RIGHT HAND RULE,DFS,315,601,205112,49913,20027,81106,16467,4963
BFS,PRIM,315,601,318029,148001,23670,148000,1399,1399
RIGHT HAND RULE,PRIM,315,601,378634,75834,23473,144726,4397,1399
BFS,HUNT_AND_KILL,315,601,379691,178061,34600,178060,1431,1431
RIGHT HAND RULE,HUNT_AND_KILL,315,601,114270,24557,9021,46168,2433,1431
BFS,RECURSIVE_DIVISION,315,601,452605,210256,7467,210255,5357,5357
RIGHT HAND RULE,RECURSIVE_DIVISION,315,601,120420,33177,2293,46154,7281,5357
BFS,DFS,330,601,299544,138997,34257,138996,3707,3707
RIGHT HAND RULE,DFS,330,601,92620,22743,9114,37386,7375,3707
BFS,PRIM,330,601,384221,180331,28952,180330,1351,1351
RIGHT HAND RULE,PRIM,330,601,320334,65465,20228,124918,2909,1351
BFS,HUNT_AND_KILL,330,601,352314,164830,31932,164829,1283,1283
RIGHT HAND RULE,HUNT_AND_KILL,330,601,488402,96964,36564,185714,4241,1283
BFS,RECURSIVE_DIVISION,330,601,413067,190902,6223,190901,8323,8323
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,295997,78996,5256,110518,15159,8323
BFS,DFS,330,601,356173,166357,40894,166356,6139,6139
RIGHT HAND RULE,DFS,330,601,126912,32090,12469,50802,13111,6139
BFS,PRIM,330,601,305212,142074,22679,142073,1283,1283
RIGHT HAND RULE,PRIM,330,601,304090,62157,19120,117522,4353,1283
BFS,HUNT_AND_KILL,330,601,339334,158482,30718,158481,1287,1287
RIGHT HAND RULE,HUNT_AND_KILL,330,601,278754,56470,21342,109118,2527,1287
BFS,RECURSIVE_DIVISION,330,601,321365,147547,5207,147546,2981,2981
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,322540,85157,5926,119276,14815,2981
BFS,DFS,330,601,300026,138929,34211,138928,4467,4467
RIGHT HAND RULE,DFS,330,601,89164,21988,8809,36158,7403,4467
BFS,PRIM,330,601,367392,172794,27676,172793,1291,1291
RIGHT HAND RULE,PRIM,330,601,397951,79726,24543,152656,2819,1291
BFS,HUNT_AND_KILL,330,601,252472,116314,22441,116313,1299,1299
RIGHT HAND RULE,HUNT_AND_KILL,330,601,369673,75177,27972,143072,4487,1299
BFS,RECURSIVE_DIVISION,330,601,197437,88003,3014,88002,2451,2451
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,114351,31417,2163,44622,5401,2451
BFS,DFS,330,601,379355,177713,43653,177712,4803,4803
RIGHT HAND RULE,DFS,330,601,154685,38305,15195,61722,11619,4803
BFS,PRIM,330,601,297967,138396,22128,138395,1239,1239
RIGHT HAND RULE,PRIM,330,601,314082,63821,19664,121564,3087,1239
BFS,HUNT_AND_KILL,330,601,288076,133516,25728,133515,1315,1315
RIGHT HAND RULE,HUNT_AND_KILL,330,601,202138,42031,15707,80350,2177,1315
BFS,RECURSIVE_DIVISION,330,601,451150,209744,7569,209743,5257,5257
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,176571,48581,3461,67406,11073,5257
BFS,DFS,330,601,362418,169126,41747,169125,5091,5091
RIGHT HAND RULE,DFS,330,601,75745,19500,7525,30910,7427,5091
BFS,PRIM,330,601,384339,180331,28890,180330,1303,1303
RIGHT HAND RULE,PRIM,330,601,321186,65629,20278,124612,3955,1303
BFS,HUNT_AND_KILL,330,601,251193,115726,22405,115725,1255,1255
RIGHT HAND RULE,HUNT_AND_KILL,330,601,241283,49924,18654,94736,3193,1255
BFS,RECURSIVE_DIVISION,330,601,451144,209601,7162,209600,6483,6483
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,160555,44091,3245,61330,9693,6483
BFS,DFS,330,601,294117,135910,33425,135909,4851,4851
RIGHT HAND RULE,DFS,330,601,77110,19084,7713,31654,6003,4851
BFS,PRIM,330,601,239339,109773,17445,109772,1283,1283
RIGHT HAND RULE,PRIM,330,601,256691,53030,16221,100458,3773,1283
BFS,HUNT_AND_KILL,330,601,272749,126154,24335,126153,1303,1303
RIGHT HAND RULE,HUNT_AND_KILL,330,601,219649,45214,16908,86840,2497,1303
BFS,RECURSIVE_DIVISION,330,601,439995,203395,7105,203394,9345,9345
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,211071,57430,3993,78908,15213,9345
BFS,DFS,330,601,384238,179665,44097,179664,5279,5279
RIGHT HAND RULE,DFS,330,601,109896,27688,10759,44106,9659,5279
BFS,PRIM,330,601,189049,85140,13572,85139,1287,1287
RIGHT HAND RULE,PRIM,330,601,281782,57683,17654,109540,4207,1287
BFS,HUNT_AND_KILL,330,601,384615,180331,34898,180330,1391,1391
RIGHT HAND RULE,HUNT_AND_KILL,330,601,464516,94220,35210,181224,2683,1391
BFS,RECURSIVE_DIVISION,330,601,248650,112530,3940,112529,2369,2369
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,258217,66574,4479,94556,3357,2369
BFS,DFS,330,601,367659,171914,42289,171913,6375,6375
RIGHT HAND RULE,DFS,330,601,116140,28341,11426,46830,8895,6375
BFS,PRIM,330,601,336943,157214,25071,157213,1299,1299
RIGHT HAND RULE,PRIM,330,601,399707,80639,24819,153790,1555,1299
BFS,HUNT_AND_KILL,330,601,197565,89420,17276,89419,1251,1251
RIGHT HAND RULE,HUNT_AND_KILL,330,601,258293,53208,19924,101876,3125,1251
BFS,RECURSIVE_DIVISION,330,601,452583,210358,6997,210357,6131,6131
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,121129,34910,2105,46752,8563,6131
BFS,DFS,330,601,374505,175189,43065,175188,6039,6039
RIGHT HAND RULE,DFS,330,601,120315,29125,11903,48330,9211,6039
BFS,PRIM,330,601,310288,144747,23081,144746,1419,1419
RIGHT HAND RULE,PRIM,330,601,151591,32074,9778,60302,2691,1419
BFS,HUNT_AND_KILL,330,601,384615,180330,35090,180329,1219,1219
RIGHT HAND RULE,HUNT_AND_KILL,330,601,280659,58239,21884,111388,3199,1219
BFS,RECURSIVE_DIVISION,330,601,450303,209413,7544,209412,5015,5015
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,174362,46044,3464,64676,8569,5015
BFS,DFS,330,601,242338,110588,27356,110587,6479,6479
RIGHT HAND RULE,DFS,330,601,210314,50676,20681,83834,10571,6479
BFS,PRIM,330,601,380621,178592,28570,178591,1295,1295
RIGHT HAND RULE,PRIM,330,601,367694,74160,22900,141156,4437,1295
BFS,HUNT_AND_KILL,330,601,318816,148667,28999,148666,1379,1379
RIGHT HAND RULE,HUNT_AND_KILL,330,601,382522,77382,28843,146088,4839,1379
BFS,RECURSIVE_DIVISION,330,601,443408,205864,7276,205863,4029,4029
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,198734,51807,3456,72326,10539,4029
BFS,DFS,330,601,354771,165861,40769,165860,5191,5191
RIGHT HAND RULE,DFS,330,601,99809,24644,9855,40410,8259,5191
BFS,PRIM,330,601,382977,180132,28840,180131,1651,1651
RIGHT HAND RULE,PRIM,330,601,155077,32725,10128,62024,1821,1651
BFS,HUNT_AND_KILL,330,601,384570,180331,35026,180330,1263,1263
RIGHT HAND RULE,HUNT_AND_KILL,330,601,329806,66442,25047,128120,1909,1263
BFS,RECURSIVE_DIVISION,330,601,241593,109210,3666,109209,2825,2825
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,156395,42663,2872,60036,6499,2825
BFS,DFS,330,601,364409,170599,42020,170598,6199,6199
RIGHT HAND RULE,DFS,330,601,101986,25996,9962,40798,8523,6199
BFS,PRIM,330,601,332317,154931,24670,154930,1605,1605
RIGHT HAND RULE,PRIM,330,601,92979,20226,6072,38050,2203,1605
BFS,HUNT_AND_KILL,330,601,379253,177973,34539,177972,1479,1479
RIGHT HAND RULE,HUNT_AND_KILL,330,601,119274,25562,9475,48604,1949,1479
BFS,RECURSIVE_DIVISION,330,601,191020,85104,3037,85103,3691,3691
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,215118,56599,4206,80670,8619,3691
BFS,DFS,330,601,283374,130756,32198,130755,3523,3523
RIGHT HAND RULE,DFS,330,601,53932,13798,5228,21854,5339,3523
BFS,PRIM,330,601,216920,98994,15582,98993,1359,1359
RIGHT HAND RULE,PRIM,330,601,244978,50346,15501,96156,2469,1359
BFS,HUNT_AND_KILL,330,601,309987,144173,27796,144172,1391,1391
RIGHT HAND RULE,HUNT_AND_KILL,330,601,368048,74050,27708,140796,5803,1391
BFS,RECURSIVE_DIVISION,330,601,433617,201259,6923,201258,7787,7787
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,271964,69781,4607,96264,15377,7787
BFS,DFS,330,601,355933,165657,40837,165656,5255,5255
RIGHT HAND RULE,DFS,330,601,175348,41657,17169,69682,11843,5255
BFS,PRIM,330,601,346633,161858,25778,161857,1343,1343
RIGHT HAND RULE,PRIM,330,601,269559,55695,17165,106294,3377,1343
BFS,HUNT_AND_KILL,330,601,380457,178317,34517,178316,1419,1419
RIGHT HAND RULE,HUNT_AND_KILL,330,601,490150,98170,36556,187342,5011,1419
BFS,RECURSIVE_DIVISION,330,601,453552,210293,7239,210292,8449,8449
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,153593,43739,2874,59902,11213,8449
BFS,DFS,330,601,193752,87038,21527,87037,7727,7727
RIGHT HAND RULE,DFS,330,601,103473,26563,10193,41840,11051,7727
BFS,PRIM,330,601,385029,180330,28737,180329,1339,1339
RIGHT HAND RULE,PRIM,330,601,243537,51075,15612,97186,1873,1339
BFS,HUNT_AND_KILL,330,601,384486,180331,35012,180330,1291,1291
RIGHT HAND RULE,HUNT_AND_KILL,330,601,245973,50546,18954,97558,2183,1291
BFS,RECURSIVE_DIVISION,330,601,452215,209908,7103,209907,8757,8757
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,203156,54277,3499,75484,14379,8757
BFS,DFS,330,601,371113,173344,42645,173343,5827,5827
RIGHT HAND RULE,DFS,330,601,143968,35831,14043,57322,13675,5827
BFS,PRIM,330,601,362895,169932,27183,169931,1343,1343
RIGHT HAND RULE,PRIM,330,601,207359,43264,13420,82120,3315,1343
BFS,HUNT_AND_KILL,330,601,368346,172809,33511,172808,1267,1267
RIGHT HAND RULE,HUNT_AND_KILL,330,601,328783,67243,25298,128672,3057,1267
BFS,RECURSIVE_DIVISION,330,601,447820,208529,7155,208528,4423,4423
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,215991,57773,4113,81478,10657,4423
BFS,DFS,330,601,313959,145848,35973,145847,5055,5055
RIGHT HAND RULE,DFS,330,601,49769,13232,4849,20322,6079,5055
BFS,PRIM,330,601,347586,162738,26042,162737,1327,1327
RIGHT HAND RULE,PRIM,330,601,333329,67654,20734,128040,3791,1327
BFS,HUNT_AND_KILL,330,601,384104,180171,34959,180170,1331,1331
RIGHT HAND RULE,HUNT_AND_KILL,330,601,283438,57647,21626,110656,2639,1331
BFS,RECURSIVE_DIVISION,330,601,443758,206160,7595,206159,5387,5387
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,265242,67498,4826,97424,9641,5387
BFS,DFS,330,601,378063,176956,43613,176955,4967,4967
RIGHT HAND RULE,DFS,330,601,88623,22206,8775,35868,8259,4967
BFS,PRIM,330,601,383945,179946,28731,179945,1327,1327
RIGHT HAND RULE,PRIM,330,601,385894,78250,24087,148512,4295,1327
BFS,HUNT_AND_KILL,330,601,221744,101138,19489,101137,1279,1279
RIGHT HAND RULE,HUNT_AND_KILL,330,601,343803,70022,26260,134786,3243,1279
BFS,RECURSIVE_DIVISION,330,601,408516,189090,6369,189089,3975,3975
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,84195,23586,1518,31394,8463,3975
BFS,DFS,330,601,381102,178306,43898,178305,5651,5651
RIGHT HAND RULE,DFS,330,601,95597,23979,9403,38370,9299,5651
BFS,PRIM,330,601,249300,114619,18278,114618,1387,1387
RIGHT HAND RULE,PRIM,330,601,302576,61768,19185,118652,2873,1387
BFS,HUNT_AND_KILL,330,601,357931,167428,32517,167427,1347,1347
RIGHT HAND RULE,HUNT_AND_KILL,330,601,502823,100115,37702,191718,3709,1347
BFS,RECURSIVE_DIVISION,330,601,270887,123568,4169,123567,2003,2003
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,233206,60864,4240,85214,7173,2003
BFS,DFS,330,601,294275,135359,33406,135358,5039,5039
RIGHT HAND RULE,DFS,330,601,121450,30149,11869,48646,8331,5039
BFS,PRIM,330,601,378193,177337,28473,177336,1563,1563
RIGHT HAND RULE,PRIM,330,601,424498,85063,26391,162804,4125,1563
BFS,HUNT_AND_KILL,330,601,384946,180303,34875,180302,1387,1387
RIGHT HAND RULE,HUNT_AND_KILL,330,601,132990,28212,10488,53686,1857,1387
BFS,RECURSIVE_DIVISION,330,601,449157,208575,7201,208574,6183,6183
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,216690,57502,3856,79442,11679,6183
BFS,DFS,330,601,371964,173954,42842,173953,4371,4371
RIGHT HAND RULE,DFS,330,601,83173,20575,8257,34010,6967,4371
BFS,PRIM,330,601,342072,159193,25413,159192,1243,1243
RIGHT HAND RULE,PRIM,330,601,327635,65914,20505,126112,1843,1243
BFS,HUNT_AND_KILL,330,601,231881,106307,20556,106306,1283,1283
RIGHT HAND RULE,HUNT_AND_KILL,330,601,274938,56380,21129,107922,3401,1283
BFS,RECURSIVE_DIVISION,330,601,386825,179075,5839,179074,4587,4587
RIGHT HAND RULE,RECURSIVE_DIVISION,330,601,457306,116461,7799,164168,6845,4587
BFS,DFS,330,601,314803,146253,36054,146252,5547,5547
RIGHT HAND RULE,DFS,330,601,157887,38344,15433,62834,12555,5547
BFS,PRIM,330,601,383837,180326,28962,180325,1317,1317
