Solution Algo,Maze Algo,Multiple,Size,Time,Nv,Nde,Steps,Path Length,Maze Shortest Path
BFS,HUNT_AND_KILL,0,201,12944,19774,3847,19773,459,459
RIGHT HAND RULE,HUNT_AND_KILL,0,201,7333,5647,2096,10834,459,459
BFS,RECURSIVE_DIVISION,0,201,10525,14931,541,14930,1077,1077
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,13202,11739,926,17444,1231,1077
BFS,DFS,0,201,3252,4260,1095,4259,1387,1387
RIGHT HAND RULE,DFS,0,201,3740,3387,1297,5386,1387,1387
BFS,PRIM,0,201,9161,13406,2093,13405,427,427
RIGHT HAND RULE,PRIM,0,201,13125,9517,3030,18606,427,427
BFS,HUNT_AND_KILL,0,201,13398,20001,3881,20000,415,415
RIGHT HAND RULE,HUNT_AND_KILL,0,201,15757,11519,4401,22622,415,415
BFS,RECURSIVE_DIVISION,0,201,12317,17782,641,17781,1395,1395
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,17995,15834,1101,24068,1613,1395
BFS,DFS,0,201,12202,18191,4556,18190,3619,3619
RIGHT HAND RULE,DFS,0,201,14851,12453,5291,21286,3619,3619
BFS,PRIM,0,201,7531,11473,1829,11472,439,439
RIGHT HAND RULE,PRIM,0,201,15186,10947,3549,21454,439,439
BFS,HUNT_AND_KILL,0,201,11442,17042,3206,17041,451,451
RIGHT HAND RULE,HUNT_AND_KILL,0,201,9751,7287,2679,14122,451,451
BFS,RECURSIVE_DIVISION,0,201,9611,13780,497,13779,1027,1027
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,23343,20158,1677,30092,1209,1027
BFS,DFS,0,201,7708,11019,2745,11018,2295,2295
RIGHT HAND RULE,DFS,0,201,10978,9063,3870,15830,2295,2295
BFS,PRIM,0,201,10420,15578,2504,15577,447,447
RIGHT HAND RULE,PRIM,0,201,14222,10329,3267,20210,447,447
BFS,HUNT_AND_KILL,0,201,13203,19576,3750,19575,463,463
RIGHT HAND RULE,HUNT_AND_KILL,0,201,5757,4487,1599,8510,463,463
BFS,RECURSIVE_DIVISION,0,201,15325,22538,814,22537,1109,1109
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,7107,6711,517,9516,1341,1109
BFS,DFS,0,201,8762,12736,3186,12735,3703,3703
RIGHT HAND RULE,DFS,0,201,16499,13311,5689,22918,3703,3703
BFS,PRIM,0,201,13498,19995,3234,19994,463,463
RIGHT HAND RULE,PRIM,0,201,10262,7653,2401,14842,463,463
BFS,HUNT_AND_KILL,0,201,11333,17105,3286,17104,455,455
RIGHT HAND RULE,HUNT_AND_KILL,0,201,8646,6551,2442,12646,455,455
BFS,RECURSIVE_DIVISION,0,201,15618,23366,887,23365,1951,1951
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,10352,9740,703,13510,2305,1951
BFS,DFS,0,201,4383,6269,1618,6268,1739,1739
RIGHT HAND RULE,DFS,0,201,12997,10183,4603,18626,1739,1739
BFS,PRIM,0,201,13334,20000,3257,19999,427,427
RIGHT HAND RULE,PRIM,0,201,12081,8969,2850,17510,427,427
BFS,HUNT_AND_KILL,0,201,9256,13486,2599,13485,499,499
RIGHT HAND RULE,HUNT_AND_KILL,0,201,2577,2193,759,3886,499,499
BFS,RECURSIVE_DIVISION,0,201,14840,21838,828,21837,1941,1941
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,10553,9996,729,14190,2241,1941
BFS,DFS,0,201,5603,7648,1974,7647,2103,2103
RIGHT HAND RULE,DFS,0,201,13529,10685,4751,19266,2103,2103
BFS,PRIM,0,201,13459,19435,3151,19434,459,459
RIGHT HAND RULE,PRIM,0,201,7211,5481,1730,10502,459,459
BFS,HUNT_AND_KILL,0,201,13282,19995,3859,19994,439,439
RIGHT HAND RULE,HUNT_AND_KILL,0,201,10836,8129,3076,15818,439,439
BFS,RECURSIVE_DIVISION,0,201,15927,23134,837,23133,2217,2217
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,16994,15703,1142,22648,2649,2217
BFS,DFS,0,201,7826,11143,2834,11142,2903,2903
RIGHT HAND RULE,DFS,0,201,9933,8559,3497,14214,2903,2903
BFS,PRIM,0,201,10236,14828,2309,14827,479,479
RIGHT HAND RULE,PRIM,0,201,5148,3989,1159,7498,479,479
BFS,HUNT_AND_KILL,0,201,9369,13737,2666,13736,443,443
RIGHT HAND RULE,HUNT_AND_KILL,0,201,17103,12319,4785,24194,443,443
BFS,RECURSIVE_DIVISION,0,201,15194,22417,887,22416,1433,1433
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,19251,16914,1435,25162,1697,1433
BFS,DFS,0,201,13147,19265,4780,19264,3183,3183
RIGHT HAND RULE,DFS,0,201,12242,10361,4359,17538,3183,3183
BFS,PRIM,0,201,10405,15496,2484,15495,507,507
RIGHT HAND RULE,PRIM,0,201,5179,3999,1213,7490,507,507
BFS,HUNT_AND_KILL,0,201,13673,19959,3895,19958,411,411
RIGHT HAND RULE,HUNT_AND_KILL,0,201,18018,13031,5000,25650,411,411
BFS,RECURSIVE_DIVISION,0,201,16039,23403,858,23402,2349,2349
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,10697,10452,771,14556,2783,2349
BFS,DFS,0,201,3872,5383,1403,5382,1911,1911
RIGHT HAND RULE,DFS,0,201,15876,12361,5604,22810,1911,1911
BFS,PRIM,0,201,10602,15405,2456,15404,495,495
RIGHT HAND RULE,PRIM,0,201,6654,5129,1586,9762,495,495
BFS,HUNT_AND_KILL,0,201,10620,15682,3053,15681,435,435
RIGHT HAND RULE,HUNT_AND_KILL,0,201,21599,15623,6118,30810,435,435
BFS,RECURSIVE_DIVISION,0,201,10216,15035,545,15034,937,937
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,13321,12198,907,18364,1077,937
BFS,DFS,0,201,10947,15795,3937,15794,3759,3759
RIGHT HAND RULE,DFS,0,201,13369,11399,4697,19038,3759,3759
BFS,PRIM,0,201,13651,19919,3217,19918,511,511
RIGHT HAND RULE,PRIM,0,201,4760,3775,1109,7038,511,511
BFS,HUNT_AND_KILL,0,201,13607,20000,3923,19999,439,439
RIGHT HAND RULE,HUNT_AND_KILL,0,201,20562,14981,5802,29522,439,439
BFS,RECURSIVE_DIVISION,0,201,16365,23302,842,23301,3043,3043
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,12192,11739,839,16036,3611,3043
BFS,DFS,0,201,11222,16303,4062,16302,4095,4095
RIGHT HAND RULE,DFS,0,201,13581,11507,4663,18918,4095,4095
BFS,PRIM,0,201,13452,19957,3217,19956,463,463
RIGHT HAND RULE,PRIM,0,201,7302,5523,1667,10582,463,463
BFS,HUNT_AND_KILL,0,201,9715,14223,2694,14222,451,451
RIGHT HAND RULE,HUNT_AND_KILL,0,201,3822,3095,1117,5738,451,451
BFS,RECURSIVE_DIVISION,0,201,11426,16221,631,16220,1319,1319
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,3431,3622,240,4784,1667,1319
BFS,DFS,0,201,3517,4796,1259,4795,1427,1427
RIGHT HAND RULE,DFS,0,201,17876,13405,6272,25382,1427,1427
BFS,PRIM,0,201,14299,19756,3148,19755,419,419
RIGHT HAND RULE,PRIM,0,201,16583,11935,3745,23450,419,419
BFS,HUNT_AND_KILL,0,201,13590,19702,3831,19701,411,411
RIGHT HAND RULE,HUNT_AND_KILL,0,201,16220,11795,4542,23178,411,411
BFS,RECURSIVE_DIVISION,0,201,9994,14236,543,14235,1661,1661
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,19213,17047,1365,25388,1951,1661
BFS,DFS,0,201,12755,18606,4604,18605,4023,4023
RIGHT HAND RULE,DFS,0,201,15084,12661,5229,21298,4023,4023
BFS,PRIM,0,201,13436,20001,3310,20000,427,427
RIGHT HAND RULE,PRIM,0,201,18134,13213,4307,25998,427,427
BFS,HUNT_AND_KILL,0,201,12852,19195,3681,19194,443,443
RIGHT HAND RULE,HUNT_AND_KILL,0,201,23046,16589,6342,32734,443,443
BFS,RECURSIVE_DIVISION,0,201,15991,23255,839,23254,2281,2281
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,17560,16012,1189,23110,2727,2281
BFS,DFS,0,201,13491,19732,4901,19731,3983,3983
RIGHT HAND RULE,DFS,0,201,15440,12877,5385,21770,3983,3983
BFS,PRIM,0,201,11752,17734,2785,17733,523,523
RIGHT HAND RULE,PRIM,0,201,19800,14115,4480,27706,523,523
BFS,HUNT_AND_KILL,0,201,13517,20001,3925,20000,423,423
RIGHT HAND RULE,HUNT_AND_KILL,0,201,14774,10899,4185,21374,423,423
BFS,RECURSIVE_DIVISION,0,201,16166,22983,814,22982,1999,1999
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,10619,10281,663,14598,2297,1999
BFS,DFS,0,201,6918,9653,2431,9652,2531,2531
RIGHT HAND RULE,DFS,0,201,19792,15131,6845,27730,2531,2531
BFS,PRIM,0,201,13368,19969,3245,19968,459,459
RIGHT HAND RULE,PRIM,0,201,13361,9635,3087,18810,459,459
BFS,HUNT_AND_KILL,0,201,11741,17472,3412,17471,443,443
RIGHT HAND RULE,HUNT_AND_KILL,0,201,12199,9095,3435,17746,443,443
BFS,RECURSIVE_DIVISION,0,201,12503,17999,644,17998,2111,2111
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,9352,8905,615,12294,2559,2111
BFS,DFS,0,201,11996,17234,4306,17233,3707,3707
RIGHT HAND RULE,DFS,0,201,10750,9461,3745,15214,3707,3707
BFS,PRIM,0,201,13099,19989,3203,19988,447,447
RIGHT HAND RULE,PRIM,0,201,13889,10007,3150,19566,447,447
BFS,HUNT_AND_KILL,0,201,11120,16519,3175,16518,435,435
RIGHT HAND RULE,HUNT_AND_KILL,0,201,8170,6131,2318,11826,435,435
BFS,RECURSIVE_DIVISION,0,201,14687,21310,843,21309,1825,1825
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,15062,13329,1051,19530,2171,1825
BFS,DFS,0,201,5322,7444,1885,7443,2227,2227
RIGHT HAND RULE,DFS,0,201,11429,9257,3996,16286,2227,2227
BFS,PRIM,0,201,13812,19940,3239,19939,423,423
RIGHT HAND RULE,PRIM,0,201,13962,10105,3233,19786,423,423
BFS,HUNT_AND_KILL,0,201,13552,19794,3851,19793,435,435
RIGHT HAND RULE,HUNT_AND_KILL,0,201,16975,12475,4758,24514,435,435
BFS,RECURSIVE_DIVISION,0,201,12254,18015,578,18014,2149,2149
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,8663,8316,511,11570,2485,2149
BFS,DFS,0,201,3035,4158,1099,4157,1543,1543
RIGHT HAND RULE,DFS,0,201,19267,14441,6742,27338,1543,1543
BFS,PRIM,0,201,12112,17825,2888,17824,531,531
RIGHT HAND RULE,PRIM,0,201,3825,3069,920,5606,531,531
BFS,HUNT_AND_KILL,0,201,12280,18183,3506,18182,483,483
RIGHT HAND RULE,HUNT_AND_KILL,0,201,4928,3893,1447,7302,483,483
BFS,RECURSIVE_DIVISION,0,201,15276,22149,843,22148,1723,1723
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,14762,13370,1087,19404,2075,1723
BFS,DFS,0,201,10833,15464,3868,15463,4355,4355
RIGHT HAND RULE,DFS,0,201,11880,10401,4027,16446,4355,4355
BFS,PRIM,0,201,13680,20000,3235,19999,459,459
RIGHT HAND RULE,PRIM,0,201,15539,11277,3568,22094,459,459
BFS,HUNT_AND_KILL,0,201,13430,20001,3849,20000,411,411
RIGHT HAND RULE,HUNT_AND_KILL,0,201,13680,10189,3836,19966,411,411
BFS,RECURSIVE_DIVISION,0,201,15674,23070,914,23069,2727,2727
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,11882,11504,861,16198,3151,2727
BFS,DFS,0,201,10529,15350,3844,15349,3791,3791
RIGHT HAND RULE,DFS,0,201,16690,13473,5745,23154,3791,3791
BFS,PRIM,0,201,12705,18755,3059,18754,463,463
RIGHT HAND RULE,PRIM,0,201,20296,14569,4716,28674,463,463
BFS,HUNT_AND_KILL,0,201,8184,12187,2345,12186,411,411
RIGHT HAND RULE,HUNT_AND_KILL,0,201,17665,12665,4881,24918,411,411
BFS,RECURSIVE_DIVISION,0,201,15923,23207,855,23206,2213,2213
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,16200,15083,1143,21834,2687,2213
BFS,DFS,0,201,9144,13328,3341,13327,3391,3391
RIGHT HAND RULE,DFS,0,201,17952,14117,6115,24842,3391,3391
BFS,PRIM,0,201,13432,20001,3306,20000,443,443
RIGHT HAND RULE,PRIM,0,201,9817,7335,2312,14226,443,443
BFS,HUNT_AND_KILL,0,201,13216,19000,3709,18999,455,455
RIGHT HAND RULE,HUNT_AND_KILL,0,201,22193,15975,6210,31494,455,455
BFS,RECURSIVE_DIVISION,0,201,15930,23136,858,23135,2839,2839
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,11999,11736,850,16514,3317,2839
BFS,DFS,0,201,6797,9802,2496,9801,2623,2623
RIGHT HAND RULE,DFS,0,201,7439,6627,2617,10630,2623,2623
BFS,PRIM,0,201,4082,5694,904,5693,439,439
RIGHT HAND RULE,PRIM,0,201,12019,8789,2784,17138,439,439
BFS,HUNT_AND_KILL,0,201,13553,19993,3873,19992,427,427
RIGHT HAND RULE,HUNT_AND_KILL,0,201,18653,13561,5224,26694,427,427
BFS,RECURSIVE_DIVISION,0,201,15748,23239,810,23238,2023,2023
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,14691,13117,945,18872,2347,2023
BFS,DFS,0,201,7799,11259,2854,11258,3179,3179
RIGHT HAND RULE,DFS,0,201,10727,9149,3732,15118,3179,3179
BFS,PRIM,0,201,13752,19972,3258,19971,427,427
RIGHT HAND RULE,PRIM,0,201,13080,9561,3033,18694,427,427
BFS,HUNT_AND_KILL,0,201,13349,20001,3915,20000,443,443
RIGHT HAND RULE,HUNT_AND_KILL,0,201,11003,8237,3133,16030,443,443
BFS,RECURSIVE_DIVISION,0,201,12088,17275,692,17274,2251,2251
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,9014,8530,637,11650,2659,2251
BFS,DFS,0,201,6585,9385,2388,9384,2543,2543
RIGHT HAND RULE,DFS,0,201,8022,7097,2872,11650,2543,2543
BFS,PRIM,0,201,11239,16362,2614,16361,491,491
RIGHT HAND RULE,PRIM,0,201,7764,5887,1861,11282,491,491
BFS,HUNT_AND_KILL,0,201,6877,10244,1986,10243,411,411
RIGHT HAND RULE,HUNT_AND_KILL,0,201,11986,8821,3421,17230,411,411
BFS,RECURSIVE_DIVISION,0,201,14956,22026,793,22025,1969,1969
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,13517,12727,951,18358,2329,1969
BFS,DFS,0,201,4493,6150,1572,6149,1695,1695
RIGHT HAND RULE,DFS,0,201,19584,14657,6856,27618,1695,1695
BFS,PRIM,0,201,12502,18358,2964,18357,415,415
RIGHT HAND RULE,PRIM,0,201,11837,8625,2744,16834,415,415
BFS,HUNT_AND_KILL,0,201,12363,18142,3497,18141,411,411
RIGHT HAND RULE,HUNT_AND_KILL,0,201,14454,10453,4029,20494,411,411
BFS,RECURSIVE_DIVISION,0,201,14347,20747,739,20746,2129,2129
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,13096,12245,875,17644,2573,2129
BFS,DFS,0,201,3153,4010,1011,4009,1023,1023
RIGHT HAND RULE,DFS,0,201,4340,3675,1517,6326,1023,1023
BFS,PRIM,0,201,12324,18475,2970,18474,483,483
RIGHT HAND RULE,PRIM,0,201,5910,4559,1350,8634,483,483
BFS,HUNT_AND_KILL,0,201,10149,14699,2842,14698,411,411
RIGHT HAND RULE,HUNT_AND_KILL,0,201,11717,8673,3395,16934,411,411
BFS,RECURSIVE_DIVISION,0,201,14388,21161,688,21160,1777,1777
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,18009,15967,1144,23268,2119,1777
BFS,DFS,0,201,10320,14971,3759,14970,2587,2587
RIGHT HAND RULE,DFS,0,201,13077,10541,4575,18494,2587,2587
BFS,PRIM,0,201,10565,15811,2485,15810,427,427
RIGHT HAND RULE,PRIM,0,201,13679,9979,3176,19530,427,427
BFS,HUNT_AND_KILL,0,201,11193,16347,3109,16346,439,439
RIGHT HAND RULE,HUNT_AND_KILL,0,201,9074,6935,2605,13430,439,439
BFS,RECURSIVE_DIVISION,0,201,9854,14361,547,14360,1649,1649
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,6857,6514,461,8858,1995,1649
BFS,DFS,0,201,13021,19122,4762,19121,5403,5403
RIGHT HAND RULE,DFS,0,201,14766,12929,5093,20454,5403,5403
BFS,PRIM,0,201,7132,10516,1642,10515,431,431
RIGHT HAND RULE,PRIM,0,201,14901,10757,3439,21082,431,431
BFS,HUNT_AND_KILL,0,201,13314,19895,3827,19894,471,471
RIGHT HAND RULE,HUNT_AND_KILL,0,201,21238,15415,5855,30358,471,471
BFS,RECURSIVE_DIVISION,0,201,14521,21288,879,21287,1219,1219
RIGHT HAND RULE,RECURSIVE_DIVISION,0,201,11687,10852,929,16052,1525,1219
BFS,DFS,0,221,7050,9738,2514,9737,2959,2959
RIGHT HAND RULE,DFS,0,221,19831,15333,6875,27706,2959,2959
BFS,PRIM,0,221,16252,24199,3899,24198,511,511
RIGHT HAND RULE,PRIM,0,221,8699,6639,2069,12766,511,511
BFS,HUNT_AND_KILL,0,221,16357,24201,4756,24200,463,463
RIGHT HAND RULE,HUNT_AND_KILL,0,221,14045,10415,4022,20366,463,463
BFS,RECURSIVE_DIVISION,0,221,15490,22746,747,22745,2183,2183
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,18726,16506,1216,23750,2573,2183
BFS,DFS,0,221,3023,3790,1001,3789,1379,1379
RIGHT HAND RULE,DFS,0,221,11154,8623,3877,15866,1379,1379
BFS,PRIM,0,221,6502,9267,1479,9266,471,471
RIGHT HAND RULE,PRIM,0,221,21295,15223,4956,29974,471,471
BFS,HUNT_AND_KILL,0,221,9947,14340,2743,14339,503,503
RIGHT HAND RULE,HUNT_AND_KILL,0,221,27359,19233,7393,37962,503,503
BFS,RECURSIVE_DIVISION,0,221,18866,28258,1016,28257,3119,3119
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,10924,10625,725,14360,3679,3119
BFS,DFS,0,221,13102,18835,4725,18834,4967,4967
RIGHT HAND RULE,DFS,0,221,15144,13053,5247,21138,4967,4967
BFS,PRIM,0,221,16139,23945,3821,23944,459,459
RIGHT HAND RULE,PRIM,0,221,21184,15023,4762,29586,459,459
BFS,HUNT_AND_KILL,0,221,14360,21139,4013,21138,603,603
RIGHT HAND RULE,HUNT_AND_KILL,0,221,30906,21843,8340,43082,603,603
BFS,RECURSIVE_DIVISION,0,221,11804,16950,605,16949,1251,1251
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,7099,6748,475,9464,1471,1251
BFS,DFS,0,221,4721,6455,1658,6454,1595,1595
RIGHT HAND RULE,DFS,0,221,10936,8663,3867,15730,1595,1595
BFS,PRIM,0,221,16364,24201,3886,24200,491,491
RIGHT HAND RULE,PRIM,0,221,12215,8963,2851,17434,491,491
BFS,HUNT_AND_KILL,0,221,14905,21639,4137,21638,471,471
RIGHT HAND RULE,HUNT_AND_KILL,0,221,12494,9255,3474,18038,471,471
BFS,RECURSIVE_DIVISION,0,221,7193,10223,341,10222,701,701
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,28248,24126,1929,36442,811,701
BFS,DFS,0,221,7373,10418,2609,10417,2159,2159
RIGHT HAND RULE,DFS,0,221,23075,17311,8033,32462,2159,2159
BFS,PRIM,0,221,14791,21535,3442,21534,519,519
RIGHT HAND RULE,PRIM,0,221,23335,16575,5261,32630,519,519
BFS,HUNT_AND_KILL,0,221,8443,11970,2308,11969,475,475
RIGHT HAND RULE,HUNT_AND_KILL,0,221,17977,13199,5029,25922,475,475
BFS,RECURSIVE_DIVISION,0,221,19162,28371,1038,28370,3057,3057
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,10060,10129,673,13564,3629,3057
BFS,DFS,0,221,8742,12150,3052,12149,3639,3639
RIGHT HAND RULE,DFS,0,221,25422,19353,8737,35066,3639,3639
BFS,PRIM,0,221,13937,20849,3353,20848,631,631
RIGHT HAND RULE,PRIM,0,221,28733,20285,6477,39938,631,631
BFS,HUNT_AND_KILL,0,221,14205,20407,3953,20406,499,499
RIGHT HAND RULE,HUNT_AND_KILL,0,221,29814,21019,8181,41538,499,499
BFS,RECURSIVE_DIVISION,0,221,19406,28079,1026,28078,2799,2799
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,13467,12581,896,17846,3337,2799
BFS,DFS,0,221,8594,12134,3059,12133,2907,2907
RIGHT HAND RULE,DFS,0,221,21997,16795,7587,30682,2907,2907
BFS,PRIM,0,221,16355,24201,3927,24200,499,499
RIGHT HAND RULE,PRIM,0,221,16373,11935,3801,23370,499,499
BFS,HUNT_AND_KILL,0,221,16032,23722,4542,23721,459,459
RIGHT HAND RULE,HUNT_AND_KILL,0,221,18651,13507,5130,26554,459,459
BFS,RECURSIVE_DIVISION,0,221,16405,24114,923,24113,2085,2085
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,16418,14577,1117,21042,2453,2085
BFS,DFS,0,221,13176,18767,4684,18766,4139,4139
RIGHT HAND RULE,DFS,0,221,16736,13717,5729,23294,4139,4139
BFS,PRIM,0,221,15579,23057,3745,23056,475,475
RIGHT HAND RULE,PRIM,0,221,21889,15665,5050,30854,475,475
BFS,HUNT_AND_KILL,0,221,13176,19274,3667,19273,499,499
RIGHT HAND RULE,HUNT_AND_KILL,0,221,23612,16861,6527,33222,499,499
BFS,RECURSIVE_DIVISION,0,221,18980,27825,931,27824,2311,2311
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,19479,17349,1205,25272,2631,2311
BFS,DFS,0,221,5672,8035,2092,8034,1915,1915
RIGHT HAND RULE,DFS,0,221,18607,14139,6507,26362,1915,1915
BFS,PRIM,0,221,15081,22429,3560,22428,503,503
RIGHT HAND RULE,PRIM,0,221,25016,17583,5576,34662,503,503
BFS,HUNT_AND_KILL,0,221,12543,18320,3509,18319,483,483
RIGHT HAND RULE,HUNT_AND_KILL,0,221,6049,4733,1742,8982,483,483
BFS,RECURSIVE_DIVISION,0,221,18926,28091,1006,28090,2047,2047
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,22656,20195,1477,29758,2399,2047
BFS,DFS,0,221,13099,19235,4824,19234,3571,3571
RIGHT HAND RULE,DFS,0,221,20767,16343,7212,29114,3571,3571
BFS,PRIM,0,221,15816,23172,3787,23171,499,499
RIGHT HAND RULE,PRIM,0,221,24150,17159,5551,33818,499,499
BFS,HUNT_AND_KILL,0,221,16153,24201,4774,24200,451,451
RIGHT HAND RULE,HUNT_AND_KILL,0,221,17416,12775,5012,25098,451,451
BFS,RECURSIVE_DIVISION,0,221,17251,25051,839,25050,2543,2543
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,11165,10756,701,14724,2973,2543
BFS,DFS,0,221,3178,4081,1102,4080,1591,1591
RIGHT HAND RULE,DFS,0,221,23837,17511,8310,33430,1591,1591
BFS,PRIM,0,221,10841,16076,2491,16075,511,511
RIGHT HAND RULE,PRIM,0,221,20133,14227,4463,27942,511,511
BFS,HUNT_AND_KILL,0,221,10926,15986,3080,15985,455,455
RIGHT HAND RULE,HUNT_AND_KILL,0,221,13338,9879,3801,19302,455,455
BFS,RECURSIVE_DIVISION,0,221,18952,28044,1008,28043,3117,3117
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,11993,11508,761,15952,3649,3117
BFS,DFS,0,221,7658,10966,2824,10965,2811,2811
RIGHT HAND RULE,DFS,0,221,18543,14383,6425,25954,2811,2811
BFS,PRIM,0,221,16051,24201,3909,24200,511,511
RIGHT HAND RULE,PRIM,0,221,14584,10663,3354,20814,511,511
BFS,HUNT_AND_KILL,0,221,8193,11965,2294,11964,455,455
RIGHT HAND RULE,HUNT_AND_KILL,0,221,20393,14769,5668,29082,455,455
BFS,RECURSIVE_DIVISION,0,221,18425,27127,834,27126,3235,3235
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,11712,11667,721,15970,3787,3235
BFS,DFS,0,221,10348,14687,3696,14686,4611,4611
RIGHT HAND RULE,DFS,0,221,15643,13205,5370,21798,4611,4611
BFS,PRIM,0,221,7324,10590,1648,10589,487,487
RIGHT HAND RULE,PRIM,0,221,19600,13995,4465,27502,487,487
BFS,HUNT_AND_KILL,0,221,16490,24201,4734,24200,467,467
RIGHT HAND RULE,HUNT_AND_KILL,0,221,20427,14903,5782,29338,467,467
BFS,RECURSIVE_DIVISION,0,221,18255,25971,972,25970,2797,2797
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,16150,15211,1154,21852,3165,2797
BFS,DFS,0,221,10337,14947,3767,14946,2483,2483
RIGHT HAND RULE,DFS,0,221,18060,14177,6421,25870,2483,2483
BFS,PRIM,0,221,16198,23870,3819,23869,475,475
RIGHT HAND RULE,PRIM,0,221,15839,11451,3576,22426,475,475
BFS,HUNT_AND_KILL,0,221,16519,24201,4713,24200,479,479
RIGHT HAND RULE,HUNT_AND_KILL,0,221,17814,13003,4955,25526,479,479
BFS,RECURSIVE_DIVISION,0,221,19791,28205,1110,28204,3069,3069
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,14350,13516,1073,18746,3695,3069
BFS,DFS,0,221,4169,5655,1430,5654,1471,1471
RIGHT HAND RULE,DFS,0,221,28338,20515,9901,39558,1471,1471
BFS,PRIM,0,221,16273,24009,3877,24008,519,519
RIGHT HAND RULE,PRIM,0,221,23642,16801,5375,33082,519,519
BFS,HUNT_AND_KILL,0,221,16338,24200,4641,24199,491,491
RIGHT HAND RULE,HUNT_AND_KILL,0,221,8410,6337,2296,12182,491,491
BFS,RECURSIVE_DIVISION,0,221,14189,20461,759,20460,1561,1561
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,23129,20245,1545,29872,1831,1561
BFS,DFS,0,221,8051,11318,2883,11317,3571,3571
RIGHT HAND RULE,DFS,0,221,16644,13403,5713,23234,3571,3571
BFS,PRIM,0,221,16162,24201,3973,24200,479,479
RIGHT HAND RULE,PRIM,0,221,18991,13495,4339,26510,479,479
BFS,HUNT_AND_KILL,0,221,16461,24201,4725,24200,463,463
RIGHT HAND RULE,HUNT_AND_KILL,0,221,19639,14093,5440,27722,463,463
BFS,RECURSIVE_DIVISION,0,221,19183,27928,1032,27927,1635,1635
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,19240,17516,1293,25726,1985,1635
BFS,DFS,0,221,16228,22947,5702,22946,6427,6427
RIGHT HAND RULE,DFS,0,221,17627,15351,6000,24274,6427,6427
BFS,PRIM,0,221,16108,24014,3885,24013,507,507
RIGHT HAND RULE,PRIM,0,221,14009,10133,3189,19758,507,507
BFS,HUNT_AND_KILL,0,221,16708,24193,4709,24192,479,479
RIGHT HAND RULE,HUNT_AND_KILL,0,221,10531,7897,3028,15314,479,479
BFS,RECURSIVE_DIVISION,0,221,18695,27536,1033,27535,2517,2517
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,12125,11544,846,16040,2941,2517
BFS,DFS,0,221,15223,22267,5544,22266,5223,5223
RIGHT HAND RULE,DFS,0,221,15893,13513,5405,21802,5223,5223
BFS,PRIM,0,221,16261,24201,3917,24200,467,467
RIGHT HAND RULE,PRIM,0,221,18593,13401,4208,26334,467,467
BFS,HUNT_AND_KILL,0,221,11713,17139,3306,17138,467,467
RIGHT HAND RULE,HUNT_AND_KILL,0,221,23044,16113,6221,31758,467,467
BFS,RECURSIVE_DIVISION,0,221,19468,28021,1069,28020,1927,1927
