Algo,Multiple,Size,Time,Ni,Nde,Shortest Path
DFS,0,781,65909,57174,75878,21499
PRIM,0,781,88262,42133,49409,1983
HUNT_AND_KILL,0,781,73145,49194,59659,1635
RECURSIVE_DIVISION,0,781,680122,171771,12136,12565
DFS,0,781,65333,57148,75804,45903
PRIM,0,781,88678,42189,49512,1675
HUNT_AND_KILL,0,781,75071,49191,59571,1635
RECURSIVE_DIVISION,0,781,691948,172759,12626,6629
DFS,0,781,65197,57028,75749,19711
PRIM,0,781,87804,42066,49386,1799
HUNT_AND_KILL,0,781,74785,49413,59927,1683
RECURSIVE_DIVISION,0,781,685926,173751,11968,13467
DFS,0,781,65051,57078,75820,23603
PRIM,0,781,88492,41964,49305,1703
HUNT_AND_KILL,0,781,70339,49377,59760,1643
RECURSIVE_DIVISION,0,781,687362,172768,12092,15545
DFS,0,781,65350,57186,75791,23823
PRIM,0,781,88112,42131,49352,2015
HUNT_AND_KILL,0,781,75455,49534,59824,1915
RECURSIVE_DIVISION,0,781,686624,172800,12338,17537
DFS,0,781,65352,57318,75740,38307
PRIM,0,781,88261,42155,49386,1711
HUNT_AND_KILL,0,781,70488,49331,59751,1751
RECURSIVE_DIVISION,0,781,678604,173768,12360,20531
DFS,0,781,65833,57234,75880,18967
PRIM,0,781,87957,42185,49457,1771
HUNT_AND_KILL,0,781,67604,49444,59995,1827
RECURSIVE_DIVISION,0,781,690318,171580,12794,11189
DFS,0,781,65540,57211,75904,38111
PRIM,0,781,88345,41975,49134,1755
HUNT_AND_KILL,0,781,69872,49316,59811,1695
RECURSIVE_DIVISION,0,781,695299,173879,12538,20325
DFS,0,781,65144,57224,75812,21107
PRIM,0,781,88168,42019,49309,1751
HUNT_AND_KILL,0,781,70894,49213,59693,1687
RECURSIVE_DIVISION,0,781,689579,173266,12705,17809
DFS,0,781,65436,57123,75769,26107
PRIM,0,781,88017,42116,49424,1803
HUNT_AND_KILL,0,781,76222,49203,59736,1943
RECURSIVE_DIVISION,0,781,681738,171696,12682,7301
DFS,0,781,65469,57146,75794,46727
PRIM,0,781,88323,42010,49356,1683
HUNT_AND_KILL,0,781,73226,49369,59782,1659
RECURSIVE_DIVISION,0,781,675749,172704,12201,19223
DFS,0,781,66090,57184,75821,26555
PRIM,0,781,88753,41846,49176,1839
HUNT_AND_KILL,0,781,72925,49225,59826,1627
RECURSIVE_DIVISION,0,781,684179,173469,12224,10495
DFS,0,781,65438,57292,75837,33171
PRIM,0,781,88870,42055,49272,1795
HUNT_AND_KILL,0,781,75342,49266,59712,1839
RECURSIVE_DIVISION,0,781,685150,174873,12120,16789
DFS,0,781,64613,57076,75769,32471
PRIM,0,781,88157,42112,49298,1751
HUNT_AND_KILL,0,781,70406,49481,59794,1763
RECURSIVE_DIVISION,0,781,682311,173826,12211,12579
DFS,0,781,65231,57142,75855,32391
PRIM,0,781,87630,42108,49385,1711
HUNT_AND_KILL,0,781,69443,49325,59955,1759
RECURSIVE_DIVISION,0,781,681113,173313,11997,13553
DFS,0,781,65190,57144,75765,15923
PRIM,0,781,88679,42063,49240,1855
HUNT_AND_KILL,0,781,73480,49460,59997,1763
RECURSIVE_DIVISION,0,781,687339,173764,12438,15261
DFS,0,781,65116,57139,75821,21763
PRIM,0,781,88708,42048,49283,1759
HUNT_AND_KILL,0,781,74085,49264,59804,1699
RECURSIVE_DIVISION,0,781,679053,175932,11446,26727
DFS,0,781,65675,57082,75749,30843
PRIM,0,781,88336,42068,49369,1663
HUNT_AND_KILL,0,781,71445,49439,59917,1587
RECURSIVE_DIVISION,0,781,685950,173973,12177,16489
DFS,0,781,64888,57119,75924,48391
PRIM,0,781,88197,41966,49232,1723
HUNT_AND_KILL,0,781,76922,49471,59799,1943
RECURSIVE_DIVISION,0,781,676648,172268,11587,7941
DFS,0,781,64943,57092,75809,22183
PRIM,0,781,88479,42119,49288,1711
HUNT_AND_KILL,0,781,75746,49221,59614,1743
RECURSIVE_DIVISION,0,781,685345,173845,12398,14431
DFS,0,781,64931,57261,75834,26731
PRIM,0,781,88593,42078,49246,2067
HUNT_AND_KILL,0,781,69794,49312,59856,1667
RECURSIVE_DIVISION,0,781,677248,173733,12669,12569
DFS,0,781,64463,57142,75693,35267
PRIM,0,781,88664,41855,49279,1663
HUNT_AND_KILL,0,781,71278,49311,59894,1615
RECURSIVE_DIVISION,0,781,678700,172533,12164,22875
DFS,0,781,65227,57233,75803,30715
PRIM,0,781,87545,42260,49450,1711
HUNT_AND_KILL,0,781,73356,49323,59571,1707
RECURSIVE_DIVISION,0,781,680654,167924,11583,30715
DFS,0,781,65291,57133,75691,24123
PRIM,0,781,87372,41918,49114,1855
HUNT_AND_KILL,0,781,71285,49377,59799,1591
RECURSIVE_DIVISION,0,781,687189,175143,12097,14343
DFS,0,781,65482,57142,75731,22699
PRIM,0,781,87949,41956,49179,1719
HUNT_AND_KILL,0,781,72788,49336,59763,1691
RECURSIVE_DIVISION,0,781,693698,174141,12228,24059
DFS,0,781,65391,57129,75735,46699
PRIM,0,781,87756,42014,49201,1767
HUNT_AND_KILL,0,781,70184,49389,59839,1703
RECURSIVE_DIVISION,0,781,678695,171178,12082,29209
DFS,0,781,65163,57239,75729,29935
PRIM,0,781,88807,41969,49154,1703
HUNT_AND_KILL,0,781,73566,49566,59867,1683
RECURSIVE_DIVISION,0,781,689319,174040,12688,9607
DFS,0,781,64841,57103,75764,38515
PRIM,0,781,87338,42105,49458,1799
HUNT_AND_KILL,0,781,70690,49305,59828,1623
RECURSIVE_DIVISION,0,781,692075,174929,12298,18323
DFS,0,781,64675,57173,75769,28567
PRIM,0,781,87552,42018,49278,1715
HUNT_AND_KILL,0,781,69707,49354,59944,1751
RECURSIVE_DIVISION,0,781,679721,171807,12299,16229
DFS,0,781,65483,57214,75742,32567
PRIM,0,781,88512,42097,49405,1711
HUNT_AND_KILL,0,781,73592,49164,59642,1651
RECURSIVE_DIVISION,0,781,681425,173246,12101,17661
DFS,0,781,65859,57118,75774,27107
PRIM,0,781,88537,42067,49418,1699
HUNT_AND_KILL,0,781,73486,49343,59682,1671
RECURSIVE_DIVISION,0,781,684942,171809,11972,25321
DFS,0,781,65034,57092,75706,44843
PRIM,0,781,88106,41985,49109,1675
HUNT_AND_KILL,0,781,72565,49179,59569,1703
RECURSIVE_DIVISION,0,781,679175,172945,12240,25633
DFS,0,781,64793,57186,75816,27595
PRIM,0,781,87517,42062,49198,1979
HUNT_AND_KILL,0,781,72595,49184,59705,1699
RECURSIVE_DIVISION,0,781,667263,170916,11907,17727
DFS,0,781,65377,57238,75847,42847
PRIM,0,781,88243,42043,49172,1835
HUNT_AND_KILL,0,781,72954,49363,59836,1627
RECURSIVE_DIVISION,0,781,684827,173843,12442,11025
DFS,0,781,64975,57151,75776,49755
PRIM,0,781,88255,42006,49298,1919
HUNT_AND_KILL,0,781,73764,49290,59712,1643
RECURSIVE_DIVISION,0,781,682983,173524,12243,9279
DFS,0,781,64815,57127,75813,36247
PRIM,0,781,88546,42114,49338,1835
HUNT_AND_KILL,0,781,74260,49217,59545,1671
RECURSIVE_DIVISION,0,781,688601,172356,12417,9913
DFS,0,781,65310,57225,75680,15679
PRIM,0,781,87875,41866,49132,1951
HUNT_AND_KILL,0,781,70403,49348,59792,1663
RECURSIVE_DIVISION,0,781,673510,170914,12386,17981
DFS,0,781,65158,57207,75793,48139
PRIM,0,781,87756,42158,49426,1727
HUNT_AND_KILL,0,781,69878,49260,59589,1783
RECURSIVE_DIVISION,0,781,693510,171190,11847,17453
DFS,0,781,64993,57139,75737,35547
PRIM,0,781,88307,42045,49276,1683
HUNT_AND_KILL,0,781,71812,49308,59589,1631
RECURSIVE_DIVISION,0,781,675658,172610,12133,12457
DFS,0,781,64997,57217,75794,30559
PRIM,0,781,88334,41926,49188,1663
HUNT_AND_KILL,0,781,73514,49378,59949,1635
RECURSIVE_DIVISION,0,781,693381,171558,12145,18051
DFS,0,781,66167,57070,75831,36035
PRIM,0,781,88080,42053,49212,2087
HUNT_AND_KILL,0,781,73192,49505,59870,1667
RECURSIVE_DIVISION,0,781,680321,172630,12542,11115
DFS,0,781,64592,57212,75798,51051
PRIM,0,781,87901,42119,49440,1695
HUNT_AND_KILL,0,781,71379,49466,59895,1635
RECURSIVE_DIVISION,0,781,691286,174020,12141,11993
DFS,0,781,63982,57101,75764,31015
PRIM,0,781,87753,42040,49259,1919
HUNT_AND_KILL,0,781,69761,49363,59728,1739
RECURSIVE_DIVISION,0,781,689323,171886,12531,9009
DFS,0,781,64729,57097,75692,55755
PRIM,0,781,87517,42071,49326,1771
HUNT_AND_KILL,0,781,67870,49285,59731,1779
RECURSIVE_DIVISION,0,781,686649,172579,12301,18235
DFS,0,781,63926,57188,75892,38135
PRIM,0,781,87790,41897,49307,2031
HUNT_AND_KILL,0,781,71695,49257,59705,1631
RECURSIVE_DIVISION,0,781,688639,171157,12311,21295
DFS,0,781,64523,57004,75787,25031
PRIM,0,781,88279,42016,49289,1715
HUNT_AND_KILL,0,781,70550,49252,59789,1619
RECURSIVE_DIVISION,0,781,684998,173949,12323,17437
DFS,0,781,65304,57128,75671,31051
PRIM,0,781,87491,42088,49338,1767
HUNT_AND_KILL,0,781,75859,49304,59588,1807
RECURSIVE_DIVISION,0,781,681828,173646,12287,15241
DFS,0,781,64678,57157,75787,29107
PRIM,0,781,88051,41903,49045,1771
HUNT_AND_KILL,0,781,73450,49216,59718,1627
RECURSIVE_DIVISION,0,781,681336,172030,12436,14009
DFS,0,781,65688,57245,75839,13375
PRIM,0,781,87969,42087,49375,1907
HUNT_AND_KILL,0,781,69329,49252,59607,1659
RECURSIVE_DIVISION,0,781,688880,173738,12391,6317
DFS,0,781,64796,57142,75740,19399
PRIM,0,781,87955,42118,49589,1715
HUNT_AND_KILL,0,781,72949,49228,59597,1655
RECURSIVE_DIVISION,0,781,683161,173965,12425,9755
DFS,0,781,64925,57171,75874,20695
PRIM,0,781,88803,42142,49486,1703
HUNT_AND_KILL,0,781,75979,49206,59588,1963
RECURSIVE_DIVISION,0,781,685749,174360,11943,20271
DFS,0,781,65168,57087,75715,45831
PRIM,0,781,88199,41969,49214,1807
HUNT_AND_KILL,0,781,72400,49396,59973,1659
RECURSIVE_DIVISION,0,781,680526,172337,12446,12327
DFS,0,781,64833,57238,75736,17799
PRIM,0,781,88506,42106,49397,1723
HUNT_AND_KILL,0,781,68303,49313,59668,1963
RECURSIVE_DIVISION,0,781,680809,174031,11885,23251
DFS,0,781,65416,57218,75790,31627
PRIM,0,781,88384,41983,49244,2131
HUNT_AND_KILL,0,781,66900,49367,59796,1851
RECURSIVE_DIVISION,0,781,682641,173266,12220,11393
DFS,0,781,65709,57171,75790,28115
PRIM,0,781,88046,42179,49453,1779
HUNT_AND_KILL,0,781,74572,49352,59758,1843
RECURSIVE_DIVISION,0,781,687281,174949,12757,11419
DFS,0,781,65408,57243,75780,27151
PRIM,0,781,88795,42111,49422,1847
HUNT_AND_KILL,0,781,68016,49396,59714,1675
RECURSIVE_DIVISION,0,781,687290,174166,12374,20091
DFS,0,781,65672,57172,75848,28323
PRIM,0,781,87963,42057,49422,1887
HUNT_AND_KILL,0,781,72178,49309,59843,1635
RECURSIVE_DIVISION,0,781,691655,172931,12370,10081
DFS,0,781,64960,57214,75808,47715
PRIM,0,781,88373,42276,49504,1779
HUNT_AND_KILL,0,781,71826,49451,59825,1651
RECURSIVE_DIVISION,0,781,666106,172635,11717,23029
DFS,0,781,65596,57158,75633,34579
PRIM,0,781,87763,42024,49171,1703
HUNT_AND_KILL,0,781,71578,49444,59918,1647
RECURSIVE_DIVISION,0,781,682441,171102,12421,16299
DFS,0,781,66024,57030,75771,41051
PRIM,0,781,88763,41893,49252,1975
HUNT_AND_KILL,0,781,70679,49352,59884,1615
RECURSIVE_DIVISION,0,781,696637,175614,12191,21909
DFS,0,781,65517,57248,75772,33551
PRIM,0,781,88548,42133,49469,1675
HUNT_AND_KILL,0,781,69905,49432,59833,1775
RECURSIVE_DIVISION,0,781,689277,173531,12310,12361
DFS,0,781,65005,57149,75783,37887
PRIM,0,781,88267,42168,49415,1723
HUNT_AND_KILL,0,781,68339,49502,60107,1859
RECURSIVE_DIVISION,0,781,694842,176525,12534,10977
DFS,0,781,65068,57246,75833,22471
PRIM,0,781,88565,42053,49417,1719
HUNT_AND_KILL,0,781,71190,49386,59612,1763
RECURSIVE_DIVISION,0,781,693948,175107,12168,15125
DFS,0,781,66295,57068,75647,34795
PRIM,0,781,88180,42024,49149,1779
HUNT_AND_KILL,0,781,71428,49308,59688,1635
RECURSIVE_DIVISION,0,781,697295,175780,12376,13363
DFS,0,781,65174,57285,75832,48883
PRIM,0,781,88236,42214,49473,1719
HUNT_AND_KILL,0,781,76477,49374,59592,1971
RECURSIVE_DIVISION,0,781,670928,173767,11998,23039
DFS,0,781,64435,57234,75804,31751
PRIM,0,781,88310,42132,49397,1783
HUNT_AND_KILL,0,781,76341,49491,59869,1759
RECURSIVE_DIVISION,0,781,692291,170375,12375,16831
DFS,0,781,64830,57289,75779,42707
PRIM,0,781,88220,42019,49260,2043
HUNT_AND_KILL,0,781,71553,49169,59675,1667
RECURSIVE_DIVISION,0,781,686927,172832,12422,18927
DFS,0,781,64478,57202,75769,29931
PRIM,0,781,88597,42019,49279,1723
HUNT_AND_KILL,0,781,68334,49213,59637,1811
RECURSIVE_DIVISION,0,781,689908,173920,11880,9499
DFS,0,781,65106,57130,75852,47379
PRIM,0,781,87648,42054,49265,1691
HUNT_AND_KILL,0,781,71307,49213,59767,1675
RECURSIVE_DIVISION,0,781,684679,174668,12356,17411
DFS,0,781,65145,57182,75785,37467
PRIM,0,781,87691,42028,49318,1751
HUNT_AND_KILL,0,781,71671,49264,59673,1659
RECURSIVE_DIVISION,0,781,687422,172410,13083,12741
DFS,0,781,65204,57131,75790,15571
PRIM,0,781,87932,42087,49467,1723
HUNT_AND_KILL,0,781,74454,49338,59748,1691
RECURSIVE_DIVISION,0,781,689946,175296,12435,5629
DFS,0,781,64961,57160,75721,29199
PRIM,0,781,87758,42131,49419,1831
HUNT_AND_KILL,0,781,73526,49282,59693,1611
RECURSIVE_DIVISION,0,781,696401,175645,12570,6637
DFS,0,781,65428,57147,75843,29347
PRIM,0,781,88316,41886,49148,1755
HUNT_AND_KILL,0,781,77163,49168,59679,2047
RECURSIVE_DIVISION,0,781,689850,173991,13081,9803
DFS,0,781,64564,57205,75771,37219
PRIM,0,781,88011,41972,49265,2067
HUNT_AND_KILL,0,781,72464,49244,59880,1783
RECURSIVE_DIVISION,0,781,692587,171972,12634,15051
DFS,0,781,64861,57075,75779,25851
PRIM,0,781,87850,42255,49433,1835
HUNT_AND_KILL,0,781,73154,49447,60083,1679
RECURSIVE_DIVISION,0,781,691359,175718,12469,15779
DFS,0,781,65486,57270,75820,28699
PRIM,0,781,87811,42109,49213,1727
HUNT_AND_KILL,0,781,72916,49370,59703,1655
RECURSIVE_DIVISION,0,781,693009,174590,12028,22177
DFS,0,781,64991,57268,75829,30971
PRIM,0,781,88633,41946,49140,1675
HUNT_AND_KILL,0,781,74683,49379,59765,1715
RECURSIVE_DIVISION,0,781,682431,172321,12360,20915
DFS,0,781,65190,57138,75767,38395
PRIM,0,781,88353,41910,49039,1955
HUNT_AND_KILL,0,781,70869,49178,59645,1623
RECURSIVE_DIVISION,0,781,673736,172754,12305,18123
DFS,0,781,65011,57170,75730,20991
PRIM,0,781,88548,42187,49437,2191
HUNT_AND_KILL,0,781,73056,49330,59829,1695
RECURSIVE_DIVISION,0,781,678589,170443,11945,30969
DFS,0,801,68600,60019,79685,40311
PRIM,0,801,92867,44242,51779,1763
HUNT_AND_KILL,0,801,78652,51786,62705,1727
RECURSIVE_DIVISION,0,801,728869,183938,12907,18113
DFS,0,801,69187,60078,79577,19519
PRIM,0,801,93363,44199,51888,1779
HUNT_AND_KILL,0,801,80734,51832,62726,1831
RECURSIVE_DIVISION,0,801,725549,181883,12721,11059
DFS,0,801,68745,60045,79770,34627
PRIM,0,801,92550,44037,51724,1951
HUNT_AND_KILL,0,801,71368,51967,62975,1807
RECURSIVE_DIVISION,0,801,726929,184910,13013,10233
DFS,0,801,68629,60116,79902,29979
PRIM,0,801,92294,44296,51926,1871
HUNT_AND_KILL,0,801,77185,51865,62749,1655
RECURSIVE_DIVISION,0,801,722278,183008,12797,17963
DFS,0,801,68308,60205,79782,38135
PRIM,0,801,92491,44195,51789,1751
HUNT_AND_KILL,0,801,79741,51974,63045,1875
RECURSIVE_DIVISION,0,801,721316,181416,12864,24563
DFS,0,801,68918,60126,79738,23535
PRIM,0,801,93040,44342,51955,1847
HUNT_AND_KILL,0,801,76905,51919,63010,1699
RECURSIVE_DIVISION,0,801,731932,183449,12274,19833
DFS,0,801,68707,60151,79651,21699
PRIM,0,801,93234,44194,51806,1819
HUNT_AND_KILL,0,801,76103,51847,62876,1707
RECURSIVE_DIVISION,0,801,706688,180680,12845,22303
DFS,0,801,68955,60193,79785,46835
PRIM,0,801,92571,44273,51891,1775
HUNT_AND_KILL,0,801,74719,51991,62910,1683
RECURSIVE_DIVISION,0,801,724775,181999,13286,17443
DFS,0,801,69187,60118,79669,27895
PRIM,0,801,92492,44279,51635,1807
HUNT_AND_KILL,0,801,76279,51908,62798,1651
RECURSIVE_DIVISION,0,801,722586,182628,13230,11755
DFS,0,801,68040,60036,79643,39879
PRIM,0,801,93180,44234,51797,1859
HUNT_AND_KILL,0,801,74325,51738,62698,1867
RECURSIVE_DIVISION,0,801,720803,182531,12458,22121
DFS,0,801,68986,60116,79914,27743
PRIM,0,801,92742,44371,51923,1803
HUNT_AND_KILL,0,801,77939,51975,62978,1743
RECURSIVE_DIVISION,0,801,704872,180295,12513,21553
DFS,0,801,68632,60179,79741,37043
PRIM,0,801,93098,44016,51648,1967
HUNT_AND_KILL,0,801,77550,51680,62663,1703
RECURSIVE_DIVISION,0,801,716843,181766,12834,20245
DFS,0,801,68467,60071,79617,37823
PRIM,0,801,92548,44399,52118,1739
HUNT_AND_KILL,0,801,76312,51931,63116,1659
RECURSIVE_DIVISION,0,801,735620,182371,13254,14035
DFS,0,801,68783,60205,79679,42787
PRIM,0,801,92894,44218,51821,1831
HUNT_AND_KILL,0,801,74626,51837,62889,1715
RECURSIVE_DIVISION,0,801,714929,180677,12361,20073
DFS,0,801,68599,60190,79790,21527
PRIM,0,801,93192,44219,51867,1723
HUNT_AND_KILL,0,801,73415,52029,63121,1839
RECURSIVE_DIVISION,0,801,720359,183057,13284,15823
DFS,0,801,69249,60185,79749,35351
PRIM,0,801,93095,44028,51735,1767
HUNT_AND_KILL,0,801,75218,51981,63105,1675
RECURSIVE_DIVISION,0,801,731035,181842,13386,9669
DFS,0,801,69289,60187,79727,22463
PRIM,0,801,93380,44211,51828,2143
HUNT_AND_KILL,0,801,77168,51842,62720,1671
RECURSIVE_DIVISION,0,801,721430,181887,12680,14319
DFS,0,801,69002,60111,79602,31951
PRIM,0,801,92689,44447,52003,1759
HUNT_AND_KILL,0,801,73927,51894,62990,1763
RECURSIVE_DIVISION,0,801,710750,183467,12706,12465
DFS,0,801,68398,60036,79574,30507
PRIM,0,801,92903,44147,51781,1791
HUNT_AND_KILL,0,801,76501,51892,62845,1707
RECURSIVE_DIVISION,0,801,727893,181545,13892,11851
DFS,0,801,68488,60181,79938,34039
PRIM,0,801,93755,44305,51877,1811
HUNT_AND_KILL,0,801,78466,51843,62936,1795
RECURSIVE_DIVISION,0,801,724593,181216,13646,7735
DFS,0,801,68583,60178,79793,23351
PRIM,0,801,93019,44281,51880,1767
HUNT_AND_KILL,0,801,74039,51890,62919,1779
RECURSIVE_DIVISION,0,801,720902,180757,12817,20225
DFS,0,801,68664,60069,79711,19043
PRIM,0,801,92685,44198,51782,1855
HUNT_AND_KILL,0,801,75299,51795,62762,1675
RECURSIVE_DIVISION,0,801,725792,181095,13202,15071
DFS,0,801,68572,60114,79726,41779
PRIM,0,801,92694,44352,51941,1847
HUNT_AND_KILL,0,801,79789,51794,62944,2083
RECURSIVE_DIVISION,0,801,713367,182951,12836,8481
DFS,0,801,68228,60236,79808,29135
PRIM,0,801,92748,44225,51887,2043
HUNT_AND_KILL,0,801,74414,51950,62778,1691
RECURSIVE_DIVISION,0,801,723054,181278,12915,11167
DFS,0,801,69213,60154,79828,20899
PRIM,0,801,92881,44322,51878,1719
HUNT_AND_KILL,0,801,75160,51783,62956,1727
RECURSIVE_DIVISION,0,801,721086,182945,12981,9831
DFS,0,801,68507,60077,79734,20303
PRIM,0,801,93221,44211,51762,1743
HUNT_AND_KILL,0,801,75097,51839,62776,1695
RECURSIVE_DIVISION,0,801,719987,183454,12471,13463
DFS,0,801,69091,60124,79722,22235
PRIM,0,801,92352,44066,51719,1899
HUNT_AND_KILL,0,801,76725,51770,62777,1759
RECURSIVE_DIVISION,0,801,734565,182271,13464,16905
DFS,0,801,68729,60107,79824,10299
PRIM,0,801,92825,44367,51874,2191
HUNT_AND_KILL,0,801,79356,51958,62912,1695
RECURSIVE_DIVISION,0,801,717339,182231,12966,20891
DFS,0,801,68922,60084,79684,41375
PRIM,0,801,92860,44153,51599,1767
HUNT_AND_KILL,0,801,75718,51739,62671,1727
RECURSIVE_DIVISION,0,801,725946,182059,13155,11875
DFS,0,801,69251,60055,79747,41179
PRIM,0,801,92883,44207,51866,1719
HUNT_AND_KILL,0,801,71683,51732,62766,1919
RECURSIVE_DIVISION,0,801,722905,184074,13010,12793
DFS,0,801,69110,60129,79722,51623
PRIM,0,801,94358,44235,51955,1735
HUNT_AND_KILL,0,801,73271,51922,62938,1671
RECURSIVE_DIVISION,0,801,725871,183976,13311,16427
DFS,0,801,68719,60220,79751,33939
PRIM,0,801,92783,44273,51859,1803
HUNT_AND_KILL,0,801,78727,51928,62826,1727
RECURSIVE_DIVISION,0,801,736785,184988,13158,17109
DFS,0,801,68963,60156,79695,25599
PRIM,0,801,93422,44241,51969,1767
HUNT_AND_KILL,0,801,76715,51869,62799,1651
RECURSIVE_DIVISION,0,801,730123,181080,13303,12641
DFS,0,801,67857,60260,79670,25211
PRIM,0,801,91937,44226,51914,1907
HUNT_AND_KILL,0,801,75641,51871,62909,1683
RECURSIVE_DIVISION,0,801,723569,185582,12620,17919
DFS,0,801,67894,60160,79847,39239
PRIM,0,801,92416,44228,51803,1739
HUNT_AND_KILL,0,801,70830,51790,62683,2103
RECURSIVE_DIVISION,0,801,721938,182292,13379,11857
DFS,0,801,68032,60089,79790,56451
PRIM,0,801,92109,44250,51913,2191
HUNT_AND_KILL,0,801,78938,51832,62866,1791
RECURSIVE_DIVISION,0,801,718367,181306,12591,22925
DFS,0,801,68643,60141,79623,24631
PRIM,0,801,92832,44193,51768,1751
HUNT_AND_KILL,0,801,79547,51848,62810,1895
RECURSIVE_DIVISION,0,801,717235,179420,13208,15357
DFS,0,801,69176,60165,79868,21619
PRIM,0,801,92858,44252,51847,2015
HUNT_AND_KILL,0,801,75403,51871,62777,1663
RECURSIVE_DIVISION,0,801,731938,180897,13377,7909
DFS,0,801,68330,60155,79715,18615
PRIM,0,801,93238,44159,51900,2103
HUNT_AND_KILL,0,801,73228,51801,62729,1711
RECURSIVE_DIVISION,0,801,708033,180317,12335,24053
DFS,0,801,68710,60066,79701,20839
PRIM,0,801,93918,44222,51848,1791
HUNT_AND_KILL,0,801,77234,51768,62706,1667
RECURSIVE_DIVISION,0,801,717919,181034,13131,16885
DFS,0,801,69150,60090,79656,26659
PRIM,0,801,92941,44099,51783,1887
HUNT_AND_KILL,0,801,71818,51853,62773,1871
RECURSIVE_DIVISION,0,801,725024,180346,12786,12861
DFS,0,801,68395,60100,79795,45031
PRIM,0,801,93740,44166,51793,1999
HUNT_AND_KILL,0,801,77827,51824,62923,1759
RECURSIVE_DIVISION,0,801,726493,180334,12857,13983
DFS,0,801,69416,60112,79685,39631
PRIM,0,801,93860,44166,51922,1723
HUNT_AND_KILL,0,801,74241,51943,62874,1699
RECURSIVE_DIVISION,0,801,729870,184390,12258,28335
DFS,0,801,68396,60143,79715,30531
PRIM,0,801,94271,44203,51778,1755
HUNT_AND_KILL,0,801,78260,51857,62826,1747
RECURSIVE_DIVISION,0,801,731318,181436,13833,14927
DFS,0,801,69303,60072,79645,36351
PRIM,0,801,93146,44154,51851,1839
HUNT_AND_KILL,0,801,75379,51939,62882,1679
RECURSIVE_DIVISION,0,801,710492,181693,12932,7869
DFS,0,801,68875,60190,79813,40851
PRIM,0,801,93750,44157,51747,1799
HUNT_AND_KILL,0,801,80039,51994,63052,1895
RECURSIVE_DIVISION,0,801,704634,178568,12410,23227
DFS,0,801,68821,60079,79723,24643
PRIM,0,801,92602,44251,52044,1723
HUNT_AND_KILL,0,801,73709,51845,62922,1727
RECURSIVE_DIVISION,0,801,718273,183084,13620,18751
DFS,0,801,68439,60187,79718,20659
PRIM,0,801,92884,44168,51865,1775
HUNT_AND_KILL,0,801,75576,51960,62978,1663
RECURSIVE_DIVISION,0,801,731532,181957,12989,8173
DFS,0,801,68348,60098,79744,47275
PRIM,0,801,92968,44043,51636,2027
HUNT_AND_KILL,0,801,76965,51882,62880,1787
RECURSIVE_DIVISION,0,801,703036,181262,12335,21277
DFS,0,801,70171,60196,79758,29807
PRIM,0,801,92491,44220,51819,1871
HUNT_AND_KILL,0,801,80067,51903,62913,1867
RECURSIVE_DIVISION,0,801,721837,182331,12669,26307
DFS,0,801,68941,60103,79738,40623
PRIM,0,801,93612,44389,52058,1799
HUNT_AND_KILL,0,801,81288,51986,62836,1903
RECURSIVE_DIVISION,0,801,738175,183781,12993,18493
DFS,0,801,69005,60199,79763,32959
PRIM,0,801,93069,44216,51888,1743
HUNT_AND_KILL,0,801,73947,51879,62845,1735
RECURSIVE_DIVISION,0,801,705182,180134,12807,16669
DFS,0,801,69424,60091,79685,41895
PRIM,0,801,93165,44220,51748,1887
HUNT_AND_KILL,0,801,79309,51870,62867,1819
RECURSIVE_DIVISION,0,801,725506,181337,12428,24479
DFS,0,801,69017,60117,79717,47407
PRIM,0,801,92949,44212,51927,1843
HUNT_AND_KILL,0,801,78413,51871,62641,1943
RECURSIVE_DIVISION,0,801,724024,181286,13131,17347
DFS,0,801,68650,60156,79757,40699
PRIM,0,801,93421,44262,51989,1915
HUNT_AND_KILL,0,801,73395,51809,62770,1827
RECURSIVE_DIVISION,0,801,718114,181430,12783,19829
DFS,0,801,68860,60097,79655,28991
PRIM,0,801,92931,44217,51846,1767
HUNT_AND_KILL,0,801,74518,51804,62743,1687
RECURSIVE_DIVISION,0,801,723782,182994,13448,13285
DFS,0,801,68666,60054,79686,33355
PRIM,0,801,92687,44126,51605,2007
HUNT_AND_KILL,0,801,81133,51902,62850,2039
RECURSIVE_DIVISION,0,801,731039,183020,12515,8081
DFS,0,801,68338,60157,79695,17227
PRIM,0,801,93141,44310,51903,1887
HUNT_AND_KILL,0,801,80695,51899,62964,1863
RECURSIVE_DIVISION,0,801,725203,182374,12730,19601
DFS,0,801,68911,60150,79671,42891
