Algo,Multiple,Size,Time,Ni,Nde,Shortest Path
HUNT_AND_KILL,0,481,28241,18711,22686,1027
RECURSIVE_DIVISION,0,481,259415,64268,4589,7161
DFS,0,481,25227,21618,28668,19067
PRIM,0,481,34111,16084,18725,1035
HUNT_AND_KILL,0,481,27646,18582,22489,1003
RECURSIVE_DIVISION,0,481,258634,66524,4739,9875
DFS,0,481,24503,21634,28663,5439
PRIM,0,481,34293,15991,18697,1111
HUNT_AND_KILL,0,481,28063,18627,22547,1015
RECURSIVE_DIVISION,0,481,263287,65822,4656,11203
DFS,0,481,25277,21714,28685,14139
PRIM,0,481,34219,15887,18631,1175
HUNT_AND_KILL,0,481,28287,18648,22592,1019
RECURSIVE_DIVISION,0,481,263534,65353,4843,6587
DFS,0,481,25271,21665,28636,17391
PRIM,0,481,33676,15864,18558,1119
HUNT_AND_KILL,0,481,27964,18542,22498,999
RECURSIVE_DIVISION,0,481,254854,65463,4511,9933
DFS,0,481,25313,21708,28649,8839
PRIM,0,481,34319,15924,18687,1159
HUNT_AND_KILL,0,481,27561,18596,22497,1059
RECURSIVE_DIVISION,0,481,262724,65556,4784,4949
DFS,0,481,25486,21573,28643,21311
PRIM,0,481,33398,15917,18694,1119
HUNT_AND_KILL,0,481,26461,18678,22536,1187
RECURSIVE_DIVISION,0,481,258680,66557,4440,12419
DFS,0,481,25356,21567,28660,4679
PRIM,0,481,34277,15800,18469,1067
HUNT_AND_KILL,0,481,28589,18635,22506,1027
RECURSIVE_DIVISION,0,481,262079,65222,4898,8591
DFS,0,481,24724,21712,28651,16331
PRIM,0,481,33838,15993,18738,1215
HUNT_AND_KILL,0,481,28061,18685,22740,1095
RECURSIVE_DIVISION,0,481,257964,65365,4429,8747
DFS,0,481,24999,21688,28615,11139
PRIM,0,481,33614,15999,18754,1067
HUNT_AND_KILL,0,481,27076,18614,22600,1103
RECURSIVE_DIVISION,0,481,270458,66320,4927,6997
DFS,0,481,25289,21590,28595,17535
PRIM,0,481,34399,15906,18713,1023
HUNT_AND_KILL,0,481,26778,18504,22509,1083
RECURSIVE_DIVISION,0,481,261090,66746,4610,7639
DFS,0,481,24654,21611,28622,11583
PRIM,0,481,33786,15979,18709,1027
HUNT_AND_KILL,0,481,27683,18662,22610,1015
RECURSIVE_DIVISION,0,481,262855,66004,5238,5361
DFS,0,481,24777,21664,28665,12975
PRIM,0,481,33723,15945,18643,1119
HUNT_AND_KILL,0,481,28600,18556,22460,1031
RECURSIVE_DIVISION,0,481,262601,67669,4677,9005
DFS,0,481,27081,21702,28659,6651
PRIM,0,481,34627,15933,18746,1175
HUNT_AND_KILL,0,481,28315,18698,22635,1115
RECURSIVE_DIVISION,0,481,259875,66334,4782,6817
DFS,0,481,25148,21594,28727,12335
PRIM,0,481,33908,15894,18606,1019
HUNT_AND_KILL,0,481,28483,18587,22501,999
RECURSIVE_DIVISION,0,481,268717,65804,4702,5867
DFS,0,481,25071,21636,28620,11991
PRIM,0,481,34426,15851,18678,1051
HUNT_AND_KILL,0,481,28033,18638,22572,1003
RECURSIVE_DIVISION,0,481,257220,64226,4738,8263
DFS,0,481,24551,21620,28612,16223
PRIM,0,481,33571,15978,18707,1083
HUNT_AND_KILL,0,481,27740,18759,22663,1019
RECURSIVE_DIVISION,0,481,255349,64839,4755,7135
DFS,0,481,25020,21675,28670,12591
PRIM,0,481,34232,16040,18764,1043
HUNT_AND_KILL,0,481,25633,18721,22561,1187
RECURSIVE_DIVISION,0,481,261041,65471,4633,8261
DFS,0,481,25063,21674,28678,15271
PRIM,0,481,33981,15991,18713,1063
HUNT_AND_KILL,0,481,28948,18689,22681,1099
RECURSIVE_DIVISION,0,481,262084,65353,4742,10291
DFS,0,481,25185,21541,28616,10739
PRIM,0,481,34002,15927,18596,1215
HUNT_AND_KILL,0,481,27384,18628,22529,1047
RECURSIVE_DIVISION,0,481,257548,65682,4538,8219
DFS,0,481,24858,21622,28711,15143
PRIM,0,481,34062,15772,18465,1039
HUNT_AND_KILL,0,481,25735,18700,22687,1223
RECURSIVE_DIVISION,0,481,261238,65511,4728,9399
DFS,0,481,24710,21578,28681,13667
PRIM,0,481,33915,15989,18784,1063
HUNT_AND_KILL,0,481,28446,18641,22655,1083
RECURSIVE_DIVISION,0,481,264720,66144,4932,5631
DFS,0,481,25007,21699,28683,5887
PRIM,0,481,33887,15848,18509,1027
HUNT_AND_KILL,0,481,26487,18604,22490,1027
RECURSIVE_DIVISION,0,481,265366,66391,4573,8241
DFS,0,481,24758,21652,28691,12599
PRIM,0,481,33555,15928,18705,1299
HUNT_AND_KILL,0,481,26313,18659,22684,1047
RECURSIVE_DIVISION,0,481,267441,65563,4695,7351
DFS,0,481,25304,21606,28598,13487
PRIM,0,481,34040,15921,18663,1111
HUNT_AND_KILL,0,481,29169,18748,22719,1147
RECURSIVE_DIVISION,0,481,255796,64663,4732,6903
DFS,0,481,24525,21630,28663,7507
PRIM,0,481,33602,15900,18689,1091
HUNT_AND_KILL,0,481,26581,18683,22672,1019
RECURSIVE_DIVISION,0,481,262316,67556,4679,7677
DFS,0,481,24625,21642,28692,11027
PRIM,0,481,33632,15917,18661,1035
HUNT_AND_KILL,0,481,28063,18624,22511,1047
RECURSIVE_DIVISION,0,481,261082,66412,4907,4603
DFS,0,481,24601,21632,28637,13687
PRIM,0,481,33891,15886,18655,1035
HUNT_AND_KILL,0,481,27230,18618,22726,991
RECURSIVE_DIVISION,0,481,265808,65866,4712,6793
DFS,0,481,24478,21583,28654,7787
PRIM,0,481,33597,15918,18626,1059
HUNT_AND_KILL,0,481,28722,18686,22640,1019
RECURSIVE_DIVISION,0,481,263141,64728,4801,6521
DFS,0,481,25069,21615,28649,10983
PRIM,0,481,33474,15975,18701,1039
HUNT_AND_KILL,0,481,27723,18731,22662,1007
RECURSIVE_DIVISION,0,481,262050,65191,4886,8757
DFS,0,481,24919,21613,28625,14499
PRIM,0,481,34043,15919,18677,1059
HUNT_AND_KILL,0,481,26819,18586,22557,999
RECURSIVE_DIVISION,0,481,264910,65942,4825,9275
DFS,0,481,25330,21630,28636,6911
PRIM,0,481,34044,15961,18663,1023
HUNT_AND_KILL,0,481,27599,18749,22650,999
RECURSIVE_DIVISION,0,481,262930,65164,4879,9193
DFS,0,481,24657,21691,28646,12739
PRIM,0,481,33634,15978,18708,1147
HUNT_AND_KILL,0,481,28384,18686,22756,971
RECURSIVE_DIVISION,0,481,264474,66341,4688,6483
DFS,0,481,25041,21681,28706,11359
PRIM,0,481,33629,15937,18716,1051
HUNT_AND_KILL,0,481,26545,18515,22556,1023
RECURSIVE_DIVISION,0,481,262987,65440,4536,7687
DFS,0,481,24915,21627,28653,6251
PRIM,0,481,33846,15918,18700,1131
HUNT_AND_KILL,0,481,27538,18652,22607,999
RECURSIVE_DIVISION,0,481,254278,65566,4806,8539
DFS,0,481,24847,21657,28685,11335
PRIM,0,481,33548,15951,18668,1243
HUNT_AND_KILL,0,481,27926,18728,22620,1019
RECURSIVE_DIVISION,0,481,261337,65859,4888,5691
DFS,0,481,24880,21624,28650,7259
PRIM,0,481,34187,15856,18519,1027
HUNT_AND_KILL,0,481,27633,18577,22482,991
RECURSIVE_DIVISION,0,481,267720,65956,4824,9075
DFS,0,481,24661,21635,28669,19819
PRIM,0,481,33855,15900,18682,1071
HUNT_AND_KILL,0,481,26015,18561,22518,1075
RECURSIVE_DIVISION,0,481,265440,65715,4615,7237
DFS,0,481,24996,21677,28650,19991
PRIM,0,481,33594,15945,18771,1115
HUNT_AND_KILL,0,481,25661,18652,22556,1203
RECURSIVE_DIVISION,0,481,258601,65817,4915,3939
DFS,0,481,24641,21617,28621,11927
PRIM,0,481,33715,15958,18690,1095
HUNT_AND_KILL,0,481,27216,18657,22589,1007
RECURSIVE_DIVISION,0,481,265345,65888,4747,8499
DFS,0,481,24777,21669,28661,10099
PRIM,0,481,33303,15991,18716,1311
HUNT_AND_KILL,0,481,26458,18656,22570,1151
RECURSIVE_DIVISION,0,481,260238,65445,4550,7671
DFS,0,481,24744,21617,28648,15143
PRIM,0,481,33895,15894,18719,1115
HUNT_AND_KILL,0,481,28753,18658,22621,1019
RECURSIVE_DIVISION,0,481,262793,65635,4771,6715
DFS,0,481,24801,21657,28595,6703
PRIM,0,481,33463,15888,18562,1183
HUNT_AND_KILL,0,481,27859,18646,22605,995
RECURSIVE_DIVISION,0,481,259287,65848,4606,4387
DFS,0,481,24650,21629,28671,10559
PRIM,0,481,33540,15887,18641,1103
HUNT_AND_KILL,0,481,28587,18679,22504,1055
RECURSIVE_DIVISION,0,481,265018,64844,5052,6933
DFS,0,481,25134,21636,28655,19315
PRIM,0,481,34061,15889,18676,1135
HUNT_AND_KILL,0,481,27070,18689,22569,1099
RECURSIVE_DIVISION,0,481,262535,66077,4605,9723
DFS,0,481,24994,21646,28615,8515
PRIM,0,481,33753,15937,18699,1051
HUNT_AND_KILL,0,481,27134,18632,22636,1039
RECURSIVE_DIVISION,0,481,258580,65862,4449,8889
DFS,0,481,24942,21583,28639,15355
PRIM,0,481,34261,15846,18624,1015
HUNT_AND_KILL,0,481,28725,18630,22627,1063
RECURSIVE_DIVISION,0,481,262904,63941,4786,9917
DFS,0,481,24690,21616,28634,10895
PRIM,0,481,33867,15941,18728,1271
HUNT_AND_KILL,0,481,27137,18574,22512,1007
RECURSIVE_DIVISION,0,481,259706,65273,4797,10551
DFS,0,481,24927,21626,28561,13239
PRIM,0,481,34245,15945,18690,1335
HUNT_AND_KILL,0,481,28868,18658,22508,1027
RECURSIVE_DIVISION,0,481,260084,65281,4793,9089
DFS,0,481,25347,21695,28636,11823
PRIM,0,481,34003,15912,18570,1087
HUNT_AND_KILL,0,481,27725,18642,22584,1019
RECURSIVE_DIVISION,0,481,256157,64414,4496,3745
DFS,0,481,24680,21643,28696,16151
PRIM,0,481,33652,15887,18610,1099
HUNT_AND_KILL,0,481,26138,18664,22639,1119
RECURSIVE_DIVISION,0,481,265188,64647,4713,4731
DFS,0,481,24628,21629,28570,16831
PRIM,0,481,33555,15929,18680,1331
HUNT_AND_KILL,0,481,28459,18666,22687,1007
RECURSIVE_DIVISION,0,481,265807,66090,4748,5533
DFS,0,481,25226,21677,28644,8955
PRIM,0,481,33984,15909,18628,1111
HUNT_AND_KILL,0,481,26620,18717,22695,1103
RECURSIVE_DIVISION,0,481,261565,65768,4620,8329
DFS,0,481,25254,21669,28720,10439
PRIM,0,481,34024,15905,18707,1011
HUNT_AND_KILL,0,481,26515,18775,22679,1115
RECURSIVE_DIVISION,0,481,266986,64540,5002,4257
DFS,0,481,25090,21659,28605,10199
PRIM,0,481,33926,15955,18632,1091
HUNT_AND_KILL,0,481,27320,18610,22593,1015
RECURSIVE_DIVISION,0,481,263593,64525,4871,5101
DFS,0,481,25674,21688,28671,10527
PRIM,0,481,33872,15928,18680,1127
HUNT_AND_KILL,0,481,31121,18776,22729,1187
RECURSIVE_DIVISION,0,481,267933,67262,4608,4837
DFS,0,481,25123,21667,28644,10375
PRIM,0,481,33505,15833,18537,1051
HUNT_AND_KILL,0,481,28618,18579,22510,999
RECURSIVE_DIVISION,0,481,263296,65582,4468,4243
DFS,0,481,24492,21636,28613,15127
PRIM,0,481,33938,16001,18641,1171
HUNT_AND_KILL,0,481,29077,18656,22592,1103
RECURSIVE_DIVISION,0,481,263411,65753,4804,5217
DFS,0,481,25210,21591,28606,10503
PRIM,0,481,33743,15908,18622,1127
HUNT_AND_KILL,0,481,28184,18686,22654,1023
RECURSIVE_DIVISION,0,481,261834,66231,4799,8945
DFS,0,481,24891,21662,28644,17627
PRIM,0,481,34126,15939,18695,1051
HUNT_AND_KILL,0,481,26962,18614,22619,1063
RECURSIVE_DIVISION,0,481,256294,65930,4826,6699
DFS,0,481,24774,21658,28676,16267
PRIM,0,481,34318,15932,18699,1079
HUNT_AND_KILL,0,481,28674,18662,22661,1099
RECURSIVE_DIVISION,0,481,258132,64312,4821,9801
DFS,0,481,24880,21640,28630,19343
PRIM,0,481,34131,15930,18679,1047
HUNT_AND_KILL,0,481,27863,18725,22606,995
RECURSIVE_DIVISION,0,481,267353,65817,4796,4959
DFS,0,481,24943,21634,28633,19035
PRIM,0,481,34066,15737,18435,1079
HUNT_AND_KILL,0,481,27474,18620,22532,1011
RECURSIVE_DIVISION,0,481,268989,65841,4984,5027
DFS,0,481,25066,21754,28626,17015
PRIM,0,481,34108,15917,18646,1031
HUNT_AND_KILL,0,481,27734,18630,22512,999
RECURSIVE_DIVISION,0,481,255735,64556,4408,10913
DFS,0,501,27557,23479,31127,12311
PRIM,0,501,36886,17236,20189,1119
HUNT_AND_KILL,0,501,29000,20333,24643,1103
RECURSIVE_DIVISION,0,501,284392,70660,5159,5915
DFS,0,501,27288,23392,31004,21007
PRIM,0,501,36959,17376,20276,1315
HUNT_AND_KILL,0,501,31112,20218,24543,1215
RECURSIVE_DIVISION,0,501,281918,70795,4883,6239
DFS,0,501,27514,23469,31041,12763
PRIM,0,501,36952,17264,20414,1095
HUNT_AND_KILL,0,501,30833,20207,24514,1055
RECURSIVE_DIVISION,0,501,285440,70884,5039,14595
DFS,0,501,27316,23544,31087,13075
PRIM,0,501,36990,17239,20231,1067
HUNT_AND_KILL,0,501,30438,20438,24778,1075
RECURSIVE_DIVISION,0,501,280692,71079,4840,10025
DFS,0,501,26753,23494,31079,9767
PRIM,0,501,37404,17327,20279,1315
HUNT_AND_KILL,0,501,31432,20207,24557,1083
RECURSIVE_DIVISION,0,501,286335,71144,5421,6407
DFS,0,501,26728,23542,31152,13751
PRIM,0,501,36974,17184,20228,1127
HUNT_AND_KILL,0,501,30877,20224,24502,1051
RECURSIVE_DIVISION,0,501,281592,71165,4969,4467
DFS,0,501,27158,23432,31046,13331
PRIM,0,501,37108,17256,20263,1103
HUNT_AND_KILL,0,501,30379,20167,24427,1023
RECURSIVE_DIVISION,0,501,278433,71921,4939,10317
DFS,0,501,26837,23506,31082,13739
PRIM,0,501,36737,17235,20268,1191
HUNT_AND_KILL,0,501,29373,20192,24500,1039
RECURSIVE_DIVISION,0,501,287079,70707,5271,5129
DFS,0,501,27440,23499,31142,13807
PRIM,0,501,36772,17252,20207,1251
HUNT_AND_KILL,0,501,30804,20291,24583,1075
RECURSIVE_DIVISION,0,501,288787,71638,5282,4703
DFS,0,501,27144,23411,31034,12495
PRIM,0,501,37017,17252,20203,1075
HUNT_AND_KILL,0,501,29259,20339,24525,1143
RECURSIVE_DIVISION,0,501,285210,71651,5185,8499
DFS,0,501,26664,23547,31087,6543
PRIM,0,501,36928,17285,20318,1127
HUNT_AND_KILL,0,501,30316,20252,24579,1131
RECURSIVE_DIVISION,0,501,285896,71439,5264,5675
DFS,0,501,27191,23477,31091,14591
PRIM,0,501,36993,17121,20078,1087
HUNT_AND_KILL,0,501,29809,20306,24592,1091
RECURSIVE_DIVISION,0,501,290307,70854,5250,9517
DFS,0,501,27434,23486,31014,7227
PRIM,0,501,37033,17336,20256,1175
HUNT_AND_KILL,0,501,31804,20244,24616,1191
RECURSIVE_DIVISION,0,501,286685,71146,5280,5449
DFS,0,501,26916,23539,31132,7063
PRIM,0,501,36563,17243,20213,1119
HUNT_AND_KILL,0,501,30315,20181,24426,1047
RECURSIVE_DIVISION,0,501,288641,71844,5189,6159
DFS,0,501,26847,23464,31132,13075
PRIM,0,501,36612,17363,20363,1083
HUNT_AND_KILL,0,501,29042,20247,24440,1131
RECURSIVE_DIVISION,0,501,287901,70937,5149,5039
DFS,0,501,26933,23507,31060,16743
PRIM,0,501,36635,17228,20189,1307
HUNT_AND_KILL,0,501,29145,20232,24436,1095
RECURSIVE_DIVISION,0,501,285597,70343,5190,6861
DFS,0,501,27423,23486,31061,16175
PRIM,0,501,36905,17120,20180,1119
HUNT_AND_KILL,0,501,29692,20174,24425,1067
RECURSIVE_DIVISION,0,501,279930,71386,4903,12491
DFS,0,501,27626,23575,31092,17159
PRIM,0,501,37025,17234,20156,1119
HUNT_AND_KILL,0,501,29530,20293,24573,1055
RECURSIVE_DIVISION,0,501,287731,70988,5354,5879
DFS,0,501,26930,23500,31097,12715
PRIM,0,501,36572,17279,20259,1271
HUNT_AND_KILL,0,501,29245,20355,24600,1067
RECURSIVE_DIVISION,0,501,284745,70762,5368,4601
DFS,0,501,26915,23481,31067,15659
PRIM,0,501,36436,17268,20268,1199
HUNT_AND_KILL,0,501,30227,20265,24535,1067
RECURSIVE_DIVISION,0,501,274757,69771,4622,13651
DFS,0,501,27557,23483,31134,9783
PRIM,0,501,36882,17384,20339,1095
HUNT_AND_KILL,0,501,29288,20244,24604,1059
RECURSIVE_DIVISION,0,501,284682,71392,4932,10803
DFS,0,501,27230,23471,31059,24759
PRIM,0,501,36909,17325,20256,1099
HUNT_AND_KILL,0,501,29589,20270,24503,1059
RECURSIVE_DIVISION,0,501,285655,71861,5119,4795
DFS,0,501,27282,23481,31052,20223
PRIM,0,501,36907,17270,20262,1067
HUNT_AND_KILL,0,501,29863,20260,24516,1067
RECURSIVE_DIVISION,0,501,284539,72123,4818,8959
DFS,0,501,27132,23547,31139,8963
PRIM,0,501,37046,17354,20273,1111
HUNT_AND_KILL,0,501,31995,20205,24533,1175
RECURSIVE_DIVISION,0,501,286402,71158,5059,10775
DFS,0,501,27209,23478,31081,17103
PRIM,0,501,37142,17220,20202,1291
HUNT_AND_KILL,0,501,30746,20225,24491,1019
RECURSIVE_DIVISION,0,501,284157,73610,5140,7855
DFS,0,501,27280,23449,31032,10611
PRIM,0,501,36839,17284,20263,1075
HUNT_AND_KILL,0,501,31267,20146,24394,1167
RECURSIVE_DIVISION,0,501,285668,72215,5355,4225
DFS,0,501,26808,23411,31100,6587
PRIM,0,501,36799,17248,20220,1075
HUNT_AND_KILL,0,501,30782,20197,24449,1067
RECURSIVE_DIVISION,0,501,276041,70033,5026,4361
DFS,0,501,26973,23506,31123,9775
PRIM,0,501,36594,17237,20184,1363
HUNT_AND_KILL,0,501,30858,20235,24400,1151
RECURSIVE_DIVISION,0,501,284379,70650,5314,3215
DFS,0,501,26933,23479,31158,13915
PRIM,0,501,36441,17201,20216,1303
HUNT_AND_KILL,0,501,27976,20205,24465,1215
RECURSIVE_DIVISION,0,501,283932,70161,4865,7129
DFS,0,501,26890,23481,31105,14279
PRIM,0,501,37038,17249,20335,1179
HUNT_AND_KILL,0,501,31408,20285,24670,1031
RECURSIVE_DIVISION,0,501,287770,70379,5213,7245
DFS,0,501,26863,23486,31105,10939
PRIM,0,501,36648,17260,20292,1211
HUNT_AND_KILL,0,501,30780,20157,24456,1059
RECURSIVE_DIVISION,0,501,284012,71580,5219,9109
DFS,0,501,27431,23503,30997,6547
PRIM,0,501,36774,17351,20240,1103
HUNT_AND_KILL,0,501,29342,20128,24499,1043
RECURSIVE_DIVISION,0,501,277525,70681,4859,9123
DFS,0,501,27393,23524,31075,19931
PRIM,0,501,36702,17293,20235,1115
HUNT_AND_KILL,0,501,29526,20127,24475,1047
RECURSIVE_DIVISION,0,501,278502,69676,4835,5549
DFS,0,501,27281,23452,31049,11431
PRIM,0,501,37699,17342,20242,1135
HUNT_AND_KILL,0,501,31165,20340,24596,1067
RECURSIVE_DIVISION,0,501,279632,70353,5180,6919
DFS,0,501,27217,23529,31070,19755
PRIM,0,501,37096,17252,20275,1279
HUNT_AND_KILL,0,501,30058,20266,24586,1099
RECURSIVE_DIVISION,0,501,283506,71916,5419,6755
DFS,0,501,26976,23465,31079,6783
PRIM,0,501,36584,17371,20344,1203
HUNT_AND_KILL,0,501,30830,20330,24568,1047
RECURSIVE_DIVISION,0,501,280748,70795,5038,5349
DFS,0,501,26897,23545,31116,17343
PRIM,0,501,36419,17323,20337,1103
HUNT_AND_KILL,0,501,28634,20158,24415,1087
RECURSIVE_DIVISION,0,501,272558,70400,5061,7109
DFS,0,501,26932,23449,31137,17187
PRIM,0,501,36510,17424,20445,1071
HUNT_AND_KILL,0,501,29036,20323,24671,1079
RECURSIVE_DIVISION,0,501,280825,70474,5150,11615
DFS,0,501,27135,23512,31112,24579
PRIM,0,501,36934,17213,20208,1091
HUNT_AND_KILL,0,501,28824,20306,24593,1095
RECURSIVE_DIVISION,0,501,282423,69136,5099,6523
DFS,0,501,26979,23541,31096,9207
PRIM,0,501,36763,17308,20254,1095
HUNT_AND_KILL,0,501,28979,20338,24618,1079
RECURSIVE_DIVISION,0,501,283304,70376,4989,5169
DFS,0,501,27011,23422,31112,16355
PRIM,0,501,36641,17415,20362,1067
HUNT_AND_KILL,0,501,28601,20143,24383,1151
RECURSIVE_DIVISION,0,501,284525,71185,4895,4075
DFS,0,501,27076,23406,31027,16683
PRIM,0,501,36721,17157,20104,1115
HUNT_AND_KILL,0,501,30884,20213,24425,1083
RECURSIVE_DIVISION,0,501,285127,71089,5246,8465
DFS,0,501,27590,23480,31030,12091
PRIM,0,501,37423,17255,20233,1135
HUNT_AND_KILL,0,501,31296,20279,24586,1147
RECURSIVE_DIVISION,0,501,287409,71620,4997,9453
DFS,0,501,27069,23510,31115,14307
PRIM,0,501,37496,17184,20191,1147
HUNT_AND_KILL,0,501,29344,20207,24440,1059
RECURSIVE_DIVISION,0,501,284360,71689,5422,7201
DFS,0,501,26945,23455,31085,15335
PRIM,0,501,36387,17224,20145,1127
HUNT_AND_KILL,0,501,29658,20274,24551,1059
RECURSIVE_DIVISION,0,501,284767,70569,5313,2435
DFS,0,501,27621,23435,31065,22791
PRIM,0,501,36675,17269,20246,1091
HUNT_AND_KILL,0,501,30338,20261,24556,1031
RECURSIVE_DIVISION,0,501,284213,69027,5120,7837
DFS,0,501,26849,23487,31101,15151
PRIM,0,501,36510,17252,20250,1155
HUNT_AND_KILL,0,501,30887,20246,24669,1071
RECURSIVE_DIVISION,0,501,281701,72087,5004,11751
DFS,0,501,27238,23440,31072,7583
PRIM,0,501,36777,17280,20337,1215
HUNT_AND_KILL,0,501,29107,20147,24509,1043
RECURSIVE_DIVISION,0,501,285439,70962,4920,11503
DFS,0,501,26959,23530,31049,14675
PRIM,0,501,37157,17359,20352,1127
HUNT_AND_KILL,0,501,31065,20279,24572,1051
RECURSIVE_DIVISION,0,501,288199,72126,5377,4425
DFS,0,501,27471,23389,31071,19767
PRIM,0,501,36774,17241,20206,1079
HUNT_AND_KILL,0,501,31254,20331,24588,1087
RECURSIVE_DIVISION,0,501,286178,70490,4986,6151
DFS,0,501,27672,23468,31119,17563
PRIM,0,501,36811,17383,20314,1103
HUNT_AND_KILL,0,501,30602,20266,24483,1055
RECURSIVE_DIVISION,0,501,280974,71684,4922,5655
DFS,0,501,27119,23485,31063,8567
PRIM,0,501,36832,17339,20270,1087
HUNT_AND_KILL,0,501,29945,20281,24693,1055
RECURSIVE_DIVISION,0,501,285112,71409,5326,6925
DFS,0,501,27102,23483,31063,16231
PRIM,0,501,36645,17281,20231,1351
HUNT_AND_KILL,0,501,29839,20274,24499,1039
RECURSIVE_DIVISION,0,501,283409,73127,5130,4541
DFS,0,501,27263,23513,31086,12479
PRIM,0,501,36547,17263,20234,1179
HUNT_AND_KILL,0,501,30422,20173,24410,1083
RECURSIVE_DIVISION,0,501,285048,72342,4877,12195
DFS,0,501,27060,23424,31078,18331
PRIM,0,501,36509,17338,20350,1119
HUNT_AND_KILL,0,501,30392,20194,24591,1051
RECURSIVE_DIVISION,0,501,286901,70397,5017,10795
DFS,0,501,26777,23465,31080,8283
PRIM,0,501,36667,17342,20252,1243
HUNT_AND_KILL,0,501,28338,20135,24468,1107
RECURSIVE_DIVISION,0,501,281339,71589,5180,8827
DFS,0,501,26958,23436,31054,17571
PRIM,0,501,36720,17192,20135,1147
HUNT_AND_KILL,0,501,29042,20188,24492,1119
RECURSIVE_DIVISION,0,501,289658,72155,5097,9431
DFS,0,501,27153,23516,31125,10075
PRIM,0,501,36553,17281,20277,1199
HUNT_AND_KILL,0,501,29258,20245,24379,1043
RECURSIVE_DIVISION,0,501,285824,71277,5342,6359
DFS,0,501,28133,23502,31105,13547
PRIM,0,501,37684,17325,20341,1243
HUNT_AND_KILL,0,501,30638,20261,24695,1075
RECURSIVE_DIVISION,0,501,281705,70964,5196,3425
DFS,0,501,27217,23470,31030,13363
PRIM,0,501,36666,17393,20368,1255
HUNT_AND_KILL,0,501,27705,20262,24577,1207
RECURSIVE_DIVISION,0,501,284193,72685,4960,12357
DFS,0,501,27344,23404,31083,10807
PRIM,0,501,36642,17266,20262,1059
HUNT_AND_KILL,0,501,29958,20294,24692,1035
RECURSIVE_DIVISION,0,501,275854,69084,5004,6423
DFS,0,501,26909,23384,31100,12431
PRIM,0,501,36456,17314,20269,1087
HUNT_AND_KILL,0,501,29069,20267,24562,1047
RECURSIVE_DIVISION,0,501,283643,70917,5379,7213
DFS,0,501,26959,23462,31144,19055
PRIM,0,501,36569,17183,20217,1107
HUNT_AND_KILL,0,501,30515,20131,24341,1071
RECURSIVE_DIVISION,0,501,284814,70916,5181,4735
DFS,0,501,26867,23436,31090,25171
PRIM,0,501,36508,17273,20278,1099
HUNT_AND_KILL,0,501,29368,20183,24510,1075
RECURSIVE_DIVISION,0,501,281332,71450,5248,9697
DFS,0,501,26978,23445,31077,14159
PRIM,0,501,36909,17161,20198,1123
HUNT_AND_KILL,0,501,28483,20246,24587,1147
RECURSIVE_DIVISION,0,501,288702,72620,5161,9899
DFS,0,501,27035,23573,31130,17463
PRIM,0,501,36529,17245,20306,1131
HUNT_AND_KILL,0,501,29672,20234,24548,1055
RECURSIVE_DIVISION,0,501,286491,71611,5204,6269
DFS,0,501,26909,23458,31185,15519
PRIM,0,501,36776,17212,20154,1287
HUNT_AND_KILL,0,501,29767,20300,24622,1051
RECURSIVE_DIVISION,0,501,283187,72854,5246,7071
DFS,0,501,26940,23508,31100,15335
PRIM,0,501,36942,17301,20263,1159
HUNT_AND_KILL,0,501,28514,20326,24517,1139
RECURSIVE_DIVISION,0,501,281736,71746,4988,7333
DFS,0,501,27098,23440,31046,16943
PRIM,0,501,36719,17308,20298,1083
HUNT_AND_KILL,0,501,27952,20266,24473,1247
RECURSIVE_DIVISION,0,501,280213,69655,5048,9343
DFS,0,501,26967,23444,31079,7539
PRIM,0,501,36556,17295,20280,1111
HUNT_AND_KILL,0,501,29725,20261,24601,1051
RECURSIVE_DIVISION,0,501,284548,70913,5424,3939
DFS,0,501,26835,23421,31033,16355
PRIM,0,501,36491,17235,20255,1079
HUNT_AND_KILL,0,501,31619,20270,24548,1275
RECURSIVE_DIVISION,0,501,276961,71858,5192,11287
DFS,0,501,27398,23452,31059,7819
PRIM,0,501,36519,17167,20156,1131
HUNT_AND_KILL,0,501,29888,20296,24560,1095
RECURSIVE_DIVISION,0,501,288331,71401,5018,10105
DFS,0,501,26901,23525,31086,13431
PRIM,0,501,36528,17226,20259,1119
HUNT_AND_KILL,0,501,32692,20252,24521,1131
RECURSIVE_DIVISION,0,501,284710,71646,5279,7735
DFS,0,501,26915,23525,30994,9419
PRIM,0,501,37108,17251,20290,1087
HUNT_AND_KILL,0,501,29401,20217,24500,1055
RECURSIVE_DIVISION,0,501,296464,70980,5069,10163
DFS,0,501,27190,23442,31095,17587
PRIM,0,501,37551,17355,20294,1091
HUNT_AND_KILL,0,501,27918,20263,24635,1235
RECURSIVE_DIVISION,0,501,289180,71990,5330,10783
DFS,0,501,27170,23482,31166,7387
PRIM,0,501,36716,17243,20280,1279
HUNT_AND_KILL,0,501,31893,20350,24625,1243
RECURSIVE_DIVISION,0,501,289693,72256,5123,10345
DFS,0,501,27214,23415,31104,8239
PRIM,0,501,36609,17212,20234,1111
HUNT_AND_KILL,0,501,30735,20160,24529,1059
RECURSIVE_DIVISION,0,501,283578,71049,5004,6489
DFS,0,501,26709,23429,31051,9059
PRIM,0,501,36569,17192,20142,1115
